,city,gu,dong
4664,강원도,,봉명리
4665,강원도,,속실리
4666,강원도,,춘당리
4667,강원도,,유동리
4668,강원도,,초현리
4669,강원도,,유평리
4670,강원도,,갑천리
4671,강원도,,고시리
4672,강원도,,신대리
4673,강원도,,공근면
4674,강원도,,상동리
4675,강원도,,부창리
4676,강원도,,어둔리
4677,강원도,,공근리
4678,강원도,,가곡리
4679,강원도,,삼배리
4680,강원도,,청곡리
4681,강원도,,행정리
4682,강원도,,상창봉리
4683,강원도,,창봉리
4684,강원도,,도곡리
4685,강원도,,초원리
4686,강원도,,학담리
4687,강원도,,매곡리
4688,강원도,,오산리
4689,강원도,,수백리
4690,강원도,,덕촌리
4691,강원도,,신촌리
4692,강원도,,서원면
4693,강원도,,창촌리
4694,강원도,,압곡리
4695,강원도,,옥계리
4696,강원도,,석화리
4697,강원도,,유현리
4698,강원도,,금대리
4699,강원도,,강림면
4700,강원도,,강림리
4701,강원도,,부곡리
4702,강원도,,월현리
4703,강원도,,영월읍
4704,강원도,,영흥리
4705,강원도,,하송리
4706,강원도,,방절리
4707,강원도,,덕포리
4708,강원도,,삼옥리
4709,강원도,,거운리
4710,강원도,,문산리
4711,강원도,,연하리
4712,강원도,,정양리
4713,강원도,,팔괴리
4714,강원도,,흥월리
4715,강원도,,상동읍
4716,강원도,,내덕리
4717,강원도,,구래리
4718,강원도,,천평리
4719,강원도,,덕구리
4720,강원도,,중동면
4721,강원도,,녹전리
4722,강원도,,직동리
4723,강원도,,이목리
4724,강원도,,화원리
4725,강원도,,연상리
4726,강원도,,석항리
4727,강원도,,김삿갓면
4728,강원도,,진별리
4729,강원도,,각동리
4730,강원도,,대야리
4731,강원도,,옥동리
4732,강원도,,예밀리
4733,강원도,,주문리
4734,강원도,,와석리
4735,강원도,,외룡리
4736,강원도,,내리
4737,강원도,,북면
4738,강원도,,마차리
4739,강원도,,문곡리
4740,강원도,,연덕리
4741,강원도,,공기리
4742,강원도,,덕상리
4743,강원도,,남면
4744,강원도,,연당리
4745,강원도,,창원리
4746,강원도,,토교리
4747,강원도,,광천리
4748,강원도,,조전리
4749,강원도,,북쌍리
4750,강원도,,한반도면
4751,강원도,,옹정리
4752,강원도,,광전리
4753,강원도,,신천리
4754,강원도,,후탄리
4755,강원도,,쌍용리
4756,강원도,,주천면
4757,강원도,,주천리
4758,강원도,,판운리
4759,강원도,,도천리
4760,강원도,,신일리
4761,강원도,,금마리
4762,강원도,,용석리
4763,강원도,,무릉도원면
4764,강원도,,무릉리
4765,강원도,,법흥리
4766,강원도,,도원리
4767,강원도,,운학리
4768,강원도,,두산리
4769,강원도,,평창읍
4770,강원도,,상리
4771,강원도,,중리
4772,강원도,,하리
4773,강원도,,천변리
4774,강원도,,종부리
4775,강원도,,노론리
4776,강원도,,이곡리
4777,강원도,,조동리
4778,강원도,,고길리
4779,강원도,,지동리
4780,강원도,,유동리
4781,강원도,,약수리
4782,강원도,,조둔리
4783,강원도,,천동리
4784,강원도,,도돈리
4785,강원도,,마지리
4786,강원도,,응암리
4787,강원도,,대상리
4788,강원도,,대하리
4789,강원도,,입탄리
4790,강원도,,향동리
4791,강원도,,여만리
4792,강원도,,후평리
4793,강원도,,주진리
4794,강원도,,용항리
4795,강원도,,임하리
4796,강원도,,계장리
4797,강원도,,다수리
4798,강원도,,하일리
4799,강원도,,원당리
4800,강원도,,뇌운리
4801,강원도,,미탄면
4802,강원도,,창리
4803,강원도,,율치리
4804,강원도,,회동리
4805,강원도,,평안리
4806,강원도,,백운리
4807,강원도,,한탄리
4808,강원도,,기화리
4809,강원도,,마하리
4810,강원도,,수청리
4811,강원도,,방림면
4812,강원도,,방림리
4813,강원도,,운교리
4814,강원도,,계촌리
4815,강원도,,대화면
4816,강원도,,대화리
4817,강원도,,신리
4818,강원도,,개수리
4819,강원도,,상안미리
4820,강원도,,하안미리
4821,강원도,,봉평면
4822,강원도,,창동리
4823,강원도,,평촌리
4824,강원도,,유포리
4825,강원도,,진조리
4826,강원도,,면온리
4827,강원도,,무이리
4828,강원도,,흥정리
4829,강원도,,원길리
4830,강원도,,덕거리
4831,강원도,,용평면
4832,강원도,,용전리
4833,강원도,,이목정리
4834,강원도,,속사리
4835,강원도,,노동리
4836,강원도,,도사리
4837,강원도,,백옥포리
4838,강원도,,장평리
4839,강원도,,재산리
4840,강원도,,진부면
4841,강원도,,하진부리
4842,강원도,,상진부리
4843,강원도,,송정리
4844,강원도,,두일리
4845,강원도,,척천리
4846,강원도,,탑동리
4847,강원도,,동산리
4848,강원도,,간평리
4849,강원도,,상월오개리
4850,강원도,,거문리
4851,강원도,,신기리
4852,강원도,,봉산리
4853,강원도,,마평리
4854,강원도,,수항리
4855,강원도,,화의리
4856,강원도,,막동리
4857,강원도,,장전리
4858,강원도,,호명리
4859,강원도,,대관령면
4860,강원도,,유천리
4861,강원도,,병내리
4862,강원도,,차항리
4863,강원도,,횡계리
4864,강원도,,수하리
4865,강원도,,용산리
4866,강원도,,정선읍
4867,강원도,,봉양리
4868,강원도,,북실리
4869,강원도,,덕송리
4870,강원도,,애산리
4871,강원도,,신월리
4872,강원도,,덕우리
4873,강원도,,여탄리
4874,강원도,,회동리
4875,강원도,,용탄리
4876,강원도,,광하리
4877,강원도,,귤암리
4878,강원도,,가수리
4879,강원도,,고한읍
4880,강원도,,고한리
4881,강원도,,사북읍
4882,강원도,,직전리
4883,강원도,,사북리
4884,강원도,,신동읍
4885,강원도,,예미리
4886,강원도,,천포리
4887,강원도,,조동리
4888,강원도,,방제리
4889,강원도,,가사리
4890,강원도,,고성리
4891,강원도,,덕천리
4892,강원도,,운치리
4893,강원도,,남면
4894,강원도,,문곡리
4895,강원도,,무릉리
4896,강원도,,유평리
4897,강원도,,낙동리
4898,강원도,,광덕리
4899,강원도,,북평면
4900,강원도,,장열리
4901,강원도,,북평리
4902,강원도,,남평리
4903,강원도,,문곡리
4904,강원도,,나전리
4905,강원도,,숙암리
4906,강원도,,임계면
4907,강원도,,가목리
4908,강원도,,도전리
4909,강원도,,직원리
4910,강원도,,임계리
4911,강원도,,송계리
4912,강원도,,봉산리
4913,강원도,,낙천리
4914,강원도,,용산리
4915,강원도,,덕암리
4916,강원도,,고양리
4917,강원도,,반천리
4918,강원도,,문래리
4919,강원도,,화암면
4920,강원도,,화암리
4921,강원도,,석곡리
4922,강원도,,북동리
4923,강원도,,몰운리
4924,강원도,,건천리
4925,강원도,,호촌리
4926,강원도,,백전리
4927,강원도,,여량면
4928,강원도,,여량리
4929,강원도,,유천리
4930,강원도,,구절리
4931,강원도,,남곡리
4932,강원도,,고양리
4933,강원도,,봉정리
4934,강원도,,철원읍
4935,강원도,,화지리
4936,강원도,,관전리
4937,강원도,,월하리
4938,강원도,,사요리
4939,강원도,,외촌리
4940,강원도,,율이리
4941,강원도,,내포리
4942,강원도,,중리
4943,강원도,,대마리
4944,강원도,,중세리
4945,강원도,,산명리
4946,강원도,,가단리
4947,강원도,,유정리
4948,강원도,,홍원리
4949,강원도,,독검리
4950,강원도,,김화읍
4951,강원도,,학사리
4952,강원도,,읍내리
4953,강원도,,생창리
4954,강원도,,암정리
4955,강원도,,운장리
4956,강원도,,용양리
4957,강원도,,감봉리
4958,강원도,,청양리
4959,강원도,,도창리
4960,강원도,,갈말읍
4961,강원도,,신철원리
4962,강원도,,지포리
4963,강원도,,강포리
4964,강원도,,군탄리
4965,강원도,,문혜리
4966,강원도,,내대리
4967,강원도,,지경리
4968,강원도,,토성리
4969,강원도,,상사리
4970,강원도,,동막리
4971,강원도,,정연리
4972,강원도,,동송읍
4973,강원도,,이평리
4974,강원도,,오덕리
4975,강원도,,장흥리
4976,강원도,,오지리
4977,강원도,,상노리
4978,강원도,,대위리
4979,강원도,,관우리
4980,강원도,,양지리
4981,강원도,,이길리
4982,강원도,,하갈리
4983,강원도,,중강리
4984,강원도,,강산리
4985,강원도,,서면
4986,강원도,,자등리
4987,강원도,,와수리
4988,강원도,,근남면
4989,강원도,,육단리
4990,강원도,,잠곡리
4991,강원도,,사곡리
4992,강원도,,양지리
4993,강원도,,풍암리
4994,강원도,,마현리
4995,강원도,,근북면
4996,강원도,,유곡리
4997,강원도,,백덕리
4998,강원도,,금곡리
4999,강원도,,율목리
5000,강원도,,근동면
5001,강원도,,광삼리
5002,강원도,,방통리
5003,강원도,,원동면
5004,강원도,,등대리
5005,강원도,,송실리
5006,강원도,,용연리
5007,강원도,,세현리
5008,강원도,,원남면
5009,강원도,,개야리
5010,강원도,,경상리
5011,강원도,,죽대리
5012,강원도,,백양리
5013,강원도,,남둔리
5014,강원도,,월봉리
5015,강원도,,풍동리
5016,강원도,,주파리
5017,강원도,,구룡리
5018,강원도,,노동리
5019,강원도,,진현리
5020,강원도,,임남면
5021,강원도,,달전리
5022,강원도,,과호리
5023,강원도,,좌패리
5024,강원도,,수동리
5025,강원도,,화천읍
5026,강원도,,아리
5027,강원도,,하리
5028,강원도,,중리
5029,강원도,,상리
5030,강원도,,신읍리
5031,강원도,,풍산리
5032,강원도,,동촌리
5033,강원도,,대이리
5034,강원도,,간동면
5035,강원도,,유촌리
5036,강원도,,용호리
5037,강원도,,간척리
5038,강원도,,오음리
5039,강원도,,방천리
5040,강원도,,도송리
5041,강원도,,구만리
5042,강원도,,하남면
5043,강원도,,원천리
5044,강원도,,논미리
5045,강원도,,계성리
5046,강원도,,안평리
5047,강원도,,위라리
5048,강원도,,용암리
5049,강원도,,삼화리
5050,강원도,,거례리
5051,강원도,,서오지리
5052,강원도,,상서면
5053,강원도,,신풍리
5054,강원도,,신대리
5055,강원도,,구운리
5056,강원도,,장촌리
5057,강원도,,파포리
5058,강원도,,노동리
5059,강원도,,부촌리
5060,강원도,,산양리
5061,강원도,,봉오리
5062,강원도,,다목리
5063,강원도,,마현리
5064,강원도,,사내면
5065,강원도,,사창리
5066,강원도,,광덕리
5067,강원도,,명월리
5068,강원도,,용담리
5069,강원도,,삼일리
5070,강원도,,양구읍
5071,강원도,,상리
5072,강원도,,중리
5073,강원도,,하리
5074,강원도,,송청리
5075,강원도,,수인리
5076,강원도,,웅진리
5077,강원도,,석현리
5078,강원도,,공리
5079,강원도,,학조리
5080,강원도,,이리
5081,강원도,,안대리
5082,강원도,,정림리
5083,강원도,,동수리
5084,강원도,,고대리
5085,강원도,,죽곡리
5086,강원도,,한전리
5087,강원도,,도사리
5088,강원도,,공수리
5089,강원도,,군량리
5090,강원도,,월명리
5091,강원도,,상무룡리
5092,강원도,,남면
5093,강원도,,적리
5094,강원도,,가오작리
5095,강원도,,야촌리
5096,강원도,,용하리
5097,강원도,,청리
5098,강원도,,송우리
5099,강원도,,황강리
5100,강원도,,창리
5101,강원도,,도촌리
5102,강원도,,구암리
5103,강원도,,죽리
5104,강원도,,심포리
5105,강원도,,원리
5106,강원도,,두무리
5107,강원도,,명곶리
5108,강원도,,동면
5109,강원도,,후곡리
5110,강원도,,지석리
5111,강원도,,원당리
5112,강원도,,덕곡리
5113,강원도,,임당리
5114,강원도,,팔랑리
5115,강원도,,월운리
5116,강원도,,비아리
5117,강원도,,사태리
5118,강원도,,방산면
5119,강원도,,현리
5120,강원도,,오미리
5121,강원도,,금악리
5122,강원도,,장평리
5123,강원도,,칠전리
5124,강원도,,송현리
5125,강원도,,고방산리
5126,강원도,,천미리
5127,강원도,,건솔리
5128,강원도,,해안면
5129,강원도,,현리
5130,강원도,,오유리
5131,강원도,,만대리
5132,강원도,,월산리
5133,강원도,,이현리
5134,강원도,,후리
5135,강원도,,인제읍
5136,강원도,,상동리
5137,강원도,,남북리
5138,강원도,,합강리
5139,강원도,,덕산리
5140,강원도,,덕적리
5141,강원도,,원대리
5142,강원도,,귀둔리
5143,강원도,,가아리
5144,강원도,,가리산리
5145,강원도,,하추리
5146,강원도,,고사리
5147,강원도,,남면
5148,강원도,,신남리
5149,강원도,,신풍리
5150,강원도,,어론리
5151,강원도,,부평리
5152,강원도,,갑둔리
5153,강원도,,정자리
5154,강원도,,남전리
5155,강원도,,관대리
5156,강원도,,신월리
5157,강원도,,상수내리
5158,강원도,,하수내리
5159,강원도,,수산리
5160,강원도,,소치리
5161,강원도,,북면
5162,강원도,,원통리
5163,강원도,,월학리
5164,강원도,,한계리
5165,강원도,,용대리
5166,강원도,,기린면
5167,강원도,,현리
5168,강원도,,북리
5169,강원도,,서리
5170,강원도,,방동리
5171,강원도,,진동리
5172,강원도,,서화면
5173,강원도,,천도리
5174,강원도,,서흥리
5175,강원도,,서화리
5176,강원도,,가전리
5177,강원도,,심적리
5178,강원도,,서희리
5179,강원도,,장승리
5180,강원도,,상남면
5181,강원도,,상남리
5182,강원도,,하남리
5183,강원도,,미산리
5184,강원도,,김부리
5185,강원도,,간성읍
5186,강원도,,하리
5187,강원도,,신안리
5188,강원도,,동호리
5189,강원도,,봉호리
5190,강원도,,상리
5191,강원도,,간촌리
5192,강원도,,교동리
5193,강원도,,해상리
5194,강원도,,광산리
5195,강원도,,어천리
5196,강원도,,장신리
5197,강원도,,진부리
5198,강원도,,탑동리
5199,강원도,,선유실리
5200,강원도,,금수리
5201,강원도,,탑현리
5202,강원도,,흘리
5203,강원도,,거진읍
5204,강원도,,거진리
5205,강원도,,화포리
5206,강원도,,원당리
5207,강원도,,송정리
5208,강원도,,용하리
5209,강원도,,산북리
5210,강원도,,송강리
5211,강원도,,석문리
5212,강원도,,초계리
5213,강원도,,대대리
5214,강원도,,송죽리
5215,강원도,,반암리
5216,강원도,,송포리
5217,강원도,,봉평리
5218,강원도,,냉천리
5219,강원도,,오정리
5220,강원도,,자산리
5221,강원도,,현내면
5222,강원도,,대진리
5223,강원도,,철통리
5224,강원도,,초도리
5225,강원도,,죽정리
5226,강원도,,산학리
5227,강원도,,화곡리
5228,강원도,,마달리
5229,강원도,,마차진리
5230,강원도,,명파리
5231,강원도,,배봉리
5232,강원도,,검장리
5233,강원도,,사천리
5234,강원도,,송현리
5235,강원도,,명호리
5236,강원도,,송도진리
5237,강원도,,제진리
5238,강원도,,대강리
5239,강원도,,죽왕면
5240,강원도,,오호리
5241,강원도,,향목리
5242,강원도,,가진리
5243,강원도,,공현진리
5244,강원도,,오봉리
5245,강원도,,인정리
5246,강원도,,구성리
5247,강원도,,마좌리
5248,강원도,,삼포리
5249,강원도,,야촌리
5250,강원도,,문암진리
5251,강원도,,송암리
5252,강원도,,토성면
5253,강원도,,천진리
5254,강원도,,청간리
5255,강원도,,아야진리
5256,강원도,,교암리
5257,강원도,,백촌리
5258,강원도,,운봉리
5259,강원도,,학야리
5260,강원도,,도원리
5261,강원도,,용암리
5262,강원도,,신평리
5263,강원도,,인흥리
5264,강원도,,성천리
5265,강원도,,원암리
5266,강원도,,용촌리
5267,강원도,,봉포리
5268,강원도,,성대리
5269,강원도,,금화정리
5270,강원도,,수동면
5271,강원도,,신대리
5272,강원도,,외면리
5273,강원도,,덕산리
5274,강원도,,사비리
5275,강원도,,고미성리
5276,강원도,,신탄리
5277,강원도,,사천리
5278,강원도,,상원리
5279,강원도,,양양읍
5280,강원도,,남문리
5281,강원도,,구교리
5282,강원도,,성내리
5283,강원도,,군행리
5284,강원도,,연창리
5285,강원도,,청곡리
5286,강원도,,송암리
5287,강원도,,월리
5288,강원도,,조산리
5289,강원도,,사천리
5290,강원도,,포월리
5291,강원도,,기리
5292,강원도,,정손리
5293,강원도,,감곡리
5294,강원도,,서문리
5295,강원도,,내곡리
5296,강원도,,임천리
5297,강원도,,거마리
5298,강원도,,화일리
5299,강원도,,서면
5300,강원도,,갈천리
5301,강원도,,수리
5302,강원도,,논화리
5303,강원도,,용소리
5304,강원도,,내현리
5305,강원도,,용천리
5306,강원도,,북평리
5307,강원도,,범부리
5308,강원도,,상평리
5309,강원도,,장승리
5310,강원도,,서선리
5311,강원도,,가라피리
5312,강원도,,오색리
5313,강원도,,영덕리
5314,강원도,,서림리
5315,강원도,,미천리
5316,강원도,,북암리
5317,강원도,,송천리
5318,강원도,,송어리
5319,강원도,,공수전리
5320,강원도,,손양면
5321,강원도,,동호리
5322,강원도,,금강리
5323,강원도,,송전리
5324,강원도,,가평리
5325,강원도,,오산리
5326,강원도,,삽존리
5327,강원도,,석계리
5328,강원도,,학포리
5329,강원도,,수여리
5330,강원도,,상양혈리
5331,강원도,,하양혈리
5332,강원도,,부소치리
5333,강원도,,수산리
5334,강원도,,와리
5335,강원도,,간리
5336,강원도,,상왕도리
5337,강원도,,하왕도리
5338,강원도,,도화리
5339,강원도,,송현리
5340,강원도,,주리
5341,강원도,,여운포리
5342,강원도,,상운리
5343,강원도,,밀양리
5344,강원도,,우암리
5345,강원도,,현북면
5346,강원도,,잔교리
5347,강원도,,기사문리
5348,강원도,,명지리
5349,강원도,,장리
5350,강원도,,도리
5351,강원도,,말곡리
5352,강원도,,대치리
5353,강원도,,상광정리
5354,강원도,,중광정리
5355,강원도,,하광정리
5356,강원도,,어성전리
5357,강원도,,원일전리
5358,강원도,,면옥치리
5359,강원도,,법수치리
5360,강원도,,현남면
5361,강원도,,인구리
5362,강원도,,북분리
5363,강원도,,동산리
5364,강원도,,시변리
5365,강원도,,정자리
5366,강원도,,광진리
5367,강원도,,전포매리
5368,강원도,,후포매리
5369,강원도,,견불리
5370,강원도,,상월천리
5371,강원도,,하월천리
5372,강원도,,창리
5373,강원도,,임호정리
5374,강원도,,원포리
5375,강원도,,지리
5376,강원도,,지경리
5377,강원도,,입암리
5378,강원도,,남애리
5379,강원도,,주리
5380,강원도,,두리
5381,강원도,,죽리
5382,강원도,,강현면
5383,강원도,,상복리
5384,강원도,,중복리
5385,강원도,,하복리
5386,강원도,,강선리
5387,강원도,,물치리
5388,강원도,,간곡리
5389,강원도,,둔전리
5390,강원도,,석교리
5391,강원도,,침교리
5392,강원도,,회룡리
5393,강원도,,금풍리
5394,강원도,,사교리
5395,강원도,,방축리
5396,강원도,,답리
5397,강원도,,광석리
5398,강원도,,정암리
5399,강원도,,용호리
5400,강원도,,장산리
5401,강원도,,전진리
5402,강원도,,주청리
5403,강원도,,적은리
5404,강원도,,물갑리
5405,충청북도,상당구,영동
5406,충청북도,상당구,북문로
5407,충청북도,상당구,남문로
5408,충청북도,상당구,문화동
5409,충청북도,상당구,서운동
5410,충청북도,상당구,서문동
5411,충청북도,상당구,남주동
5412,충청북도,상당구,석교동
5413,충청북도,상당구,수동
5414,충청북도,상당구,탑동
5415,충청북도,상당구,대성동
5416,충청북도,상당구,영운동
5417,충청북도,상당구,금천동
5418,충청북도,상당구,용담동
5419,충청북도,상당구,명암동
5420,충청북도,상당구,산성동
5421,충청북도,상당구,용암동
5422,충청북도,상당구,용정동
5423,충청북도,상당구,방서동
5424,충청북도,상당구,평촌동
5425,충청북도,상당구,지북동
5426,충청북도,상당구,운동동
5427,충청북도,상당구,월오동
5428,충청북도,상당구,낭성면
5429,충청북도,상당구,낭성면
5430,충청북도,상당구,낭성면
5431,충청북도,상당구,낭성면
5432,충청북도,상당구,낭성면
5433,충청북도,상당구,낭성면
5434,충청북도,상당구,낭성면
5435,충청북도,상당구,낭성면
5436,충청북도,상당구,낭성면
5437,충청북도,상당구,낭성면
5438,충청북도,상당구,낭성면
5439,충청북도,상당구,낭성면
5440,충청북도,상당구,낭성면
5441,충청북도,상당구,미원면
5442,충청북도,상당구,미원면
5443,충청북도,상당구,미원면
5444,충청북도,상당구,미원면
5445,충청북도,상당구,미원면
5446,충청북도,상당구,미원면
5447,충청북도,상당구,미원면
5448,충청북도,상당구,미원면
5449,충청북도,상당구,미원면
5450,충청북도,상당구,미원면
5451,충청북도,상당구,미원면
5452,충청북도,상당구,미원면
5453,충청북도,상당구,미원면
5454,충청북도,상당구,미원면
5455,충청북도,상당구,미원면
5456,충청북도,상당구,미원면
5457,충청북도,상당구,미원면
5458,충청북도,상당구,미원면
5459,충청북도,상당구,미원면
5460,충청북도,상당구,미원면
5461,충청북도,상당구,미원면
5462,충청북도,상당구,미원면
5463,충청북도,상당구,미원면
5464,충청북도,상당구,미원면
5465,충청북도,상당구,미원면
5466,충청북도,상당구,가덕면
5467,충청북도,상당구,가덕면
5468,충청북도,상당구,가덕면
5469,충청북도,상당구,가덕면
5470,충청북도,상당구,가덕면
5471,충청북도,상당구,가덕면
5472,충청북도,상당구,가덕면
5473,충청북도,상당구,가덕면
5474,충청북도,상당구,가덕면
5475,충청북도,상당구,가덕면
5476,충청북도,상당구,가덕면
5477,충청북도,상당구,가덕면
5478,충청북도,상당구,가덕면
5479,충청북도,상당구,가덕면
5480,충청북도,상당구,가덕면
5481,충청북도,상당구,가덕면
5482,충청북도,상당구,남일면
5483,충청북도,상당구,남일면
5484,충청북도,상당구,남일면
5485,충청북도,상당구,남일면
5486,충청북도,상당구,남일면
5487,충청북도,상당구,남일면
5488,충청북도,상당구,남일면
5489,충청북도,상당구,남일면
5490,충청북도,상당구,남일면
5491,충청북도,상당구,남일면
5492,충청북도,상당구,남일면
5493,충청북도,상당구,남일면
5494,충청북도,상당구,남일면
5495,충청북도,상당구,문의면
5496,충청북도,상당구,문의면
5497,충청북도,상당구,문의면
5498,충청북도,상당구,문의면
5499,충청북도,상당구,문의면
5500,충청북도,상당구,문의면
5501,충청북도,상당구,문의면
5502,충청북도,상당구,문의면
5503,충청북도,상당구,문의면
5504,충청북도,상당구,문의면
5505,충청북도,상당구,문의면
5506,충청북도,상당구,문의면
5507,충청북도,상당구,문의면
5508,충청북도,상당구,문의면
5509,충청북도,상당구,문의면
5510,충청북도,상당구,문의면
5511,충청북도,상당구,문의면
5512,충청북도,상당구,문의면
5513,충청북도,상당구,문의면
5514,충청북도,상당구,문의면
5515,충청북도,상당구,문의면
5516,충청북도,상당구,문의면
5517,충청북도,상당구,문의면
5518,충청북도,서원구,사직동
5519,충청북도,서원구,사창동
5520,충청북도,서원구,모충동
5521,충청북도,서원구,산남동
5522,충청북도,서원구,미평동
5523,충청북도,서원구,분평동
5524,충청북도,서원구,수곡동
5525,충청북도,서원구,성화동
5526,충청북도,서원구,개신동
5527,충청북도,서원구,죽림동
5528,충청북도,서원구,장성동
5529,충청북도,서원구,장암동
5530,충청북도,서원구,남이면
5531,충청북도,서원구,남이면
5532,충청북도,서원구,남이면
5533,충청북도,서원구,남이면
5534,충청북도,서원구,남이면
5535,충청북도,서원구,남이면
5536,충청북도,서원구,남이면
5537,충청북도,서원구,남이면
5538,충청북도,서원구,남이면
5539,충청북도,서원구,남이면
5540,충청북도,서원구,남이면
5541,충청북도,서원구,남이면
5542,충청북도,서원구,남이면
5543,충청북도,서원구,남이면
5544,충청북도,서원구,남이면
5545,충청북도,서원구,남이면
5546,충청북도,서원구,남이면
5547,충청북도,서원구,남이면
5548,충청북도,서원구,남이면
5549,충청북도,서원구,남이면
5550,충청북도,서원구,남이면
5551,충청북도,서원구,현도면
5552,충청북도,서원구,현도면
5553,충청북도,서원구,현도면
5554,충청북도,서원구,현도면
5555,충청북도,서원구,현도면
5556,충청북도,서원구,현도면
5557,충청북도,서원구,현도면
5558,충청북도,서원구,현도면
5559,충청북도,서원구,현도면
5560,충청북도,서원구,현도면
5561,충청북도,서원구,현도면
5562,충청북도,서원구,현도면
5563,충청북도,서원구,현도면
5564,충청북도,서원구,현도면
5565,충청북도,서원구,현도면
5566,충청북도,흥덕구,운천동
5567,충청북도,흥덕구,신봉동
5568,충청북도,흥덕구,가경동
5569,충청북도,흥덕구,복대동
5570,충청북도,흥덕구,봉명동
5571,충청북도,흥덕구,송정동
5572,충청북도,흥덕구,강서동
5573,충청북도,흥덕구,석곡동
5574,충청북도,흥덕구,휴암동
5575,충청북도,흥덕구,신전동
5576,충청북도,흥덕구,현암동
5577,충청북도,흥덕구,동막동
5578,충청북도,흥덕구,수의동
5579,충청북도,흥덕구,지동동
5580,충청북도,흥덕구,서촌동
5581,충청북도,흥덕구,신성동
5582,충청북도,흥덕구,평동
5583,충청북도,흥덕구,신대동
5584,충청북도,흥덕구,남촌동
5585,충청북도,흥덕구,내곡동
5586,충청북도,흥덕구,상신동
5587,충청북도,흥덕구,원평동
5588,충청북도,흥덕구,문암동
5589,충청북도,흥덕구,송절동
5590,충청북도,흥덕구,화계동
5591,충청북도,흥덕구,외북동
5592,충청북도,흥덕구,향정동
5593,충청북도,흥덕구,비하동
5594,충청북도,흥덕구,석소동
5595,충청북도,흥덕구,정봉동
5596,충청북도,흥덕구,신촌동
5597,충청북도,흥덕구,오송읍
5598,충청북도,흥덕구,오송읍
5599,충청북도,흥덕구,오송읍
5600,충청북도,흥덕구,오송읍
5601,충청북도,흥덕구,오송읍
5602,충청북도,흥덕구,오송읍
5603,충청북도,흥덕구,오송읍
5604,충청북도,흥덕구,오송읍
5605,충청북도,흥덕구,오송읍
5606,충청북도,흥덕구,오송읍
5607,충청북도,흥덕구,오송읍
5608,충청북도,흥덕구,오송읍
5609,충청북도,흥덕구,오송읍
5610,충청북도,흥덕구,오송읍
5611,충청북도,흥덕구,강내면
5612,충청북도,흥덕구,강내면
5613,충청북도,흥덕구,강내면
5614,충청북도,흥덕구,강내면
5615,충청북도,흥덕구,강내면
5616,충청북도,흥덕구,강내면
5617,충청북도,흥덕구,강내면
5618,충청북도,흥덕구,강내면
5619,충청북도,흥덕구,강내면
5620,충청북도,흥덕구,강내면
5621,충청북도,흥덕구,강내면
5622,충청북도,흥덕구,강내면
5623,충청북도,흥덕구,강내면
5624,충청북도,흥덕구,강내면
5625,충청북도,흥덕구,강내면
5626,충청북도,흥덕구,강내면
5627,충청북도,흥덕구,옥산면
5628,충청북도,흥덕구,옥산면
5629,충청북도,흥덕구,옥산면
5630,충청북도,흥덕구,옥산면
5631,충청북도,흥덕구,옥산면
5632,충청북도,흥덕구,옥산면
5633,충청북도,흥덕구,옥산면
5634,충청북도,흥덕구,옥산면
5635,충청북도,흥덕구,옥산면
5636,충청북도,흥덕구,옥산면
5637,충청북도,흥덕구,옥산면
5638,충청북도,흥덕구,옥산면
5639,충청북도,흥덕구,옥산면
5640,충청북도,흥덕구,옥산면
5641,충청북도,흥덕구,옥산면
5642,충청북도,흥덕구,옥산면
5643,충청북도,청원구,우암동
5644,충청북도,청원구,내덕동
5645,충청북도,청원구,율량동
5646,충청북도,청원구,사천동
5647,충청북도,청원구,주성동
5648,충청북도,청원구,주중동
5649,충청북도,청원구,정상동
5650,충청북도,청원구,정하동
5651,충청북도,청원구,정북동
5652,충청북도,청원구,오동동
5653,충청북도,청원구,외남동
5654,충청북도,청원구,외평동
5655,충청북도,청원구,외하동
5656,충청북도,청원구,내수읍
5657,충청북도,청원구,내수읍
5658,충청북도,청원구,내수읍
5659,충청북도,청원구,내수읍
5660,충청북도,청원구,내수읍
5661,충청북도,청원구,내수읍
5662,충청북도,청원구,내수읍
5663,충청북도,청원구,내수읍
5664,충청북도,청원구,내수읍
5665,충청북도,청원구,내수읍
5666,충청북도,청원구,내수읍
5667,충청북도,청원구,내수읍
5668,충청북도,청원구,내수읍
5669,충청북도,청원구,내수읍
5670,충청북도,청원구,내수읍
5671,충청북도,청원구,내수읍
5672,충청북도,청원구,내수읍
5673,충청북도,청원구,내수읍
5674,충청북도,청원구,내수읍
5675,충청북도,청원구,내수읍
5676,충청북도,청원구,내수읍
5677,충청북도,청원구,내수읍
5678,충청북도,청원구,오창읍
5679,충청북도,청원구,오창읍
5680,충청북도,청원구,오창읍
5681,충청북도,청원구,오창읍
5682,충청북도,청원구,오창읍
5683,충청북도,청원구,오창읍
5684,충청북도,청원구,오창읍
5685,충청북도,청원구,오창읍
5686,충청북도,청원구,오창읍
5687,충청북도,청원구,오창읍
5688,충청북도,청원구,오창읍
5689,충청북도,청원구,오창읍
5690,충청북도,청원구,오창읍
5691,충청북도,청원구,오창읍
5692,충청북도,청원구,오창읍
5693,충청북도,청원구,오창읍
