,School_Name,School_Level,Establishment_Date,Establishment_Type,Branch_Type,Address,city,gu,dong,Latitude,Longitude
396,동아공업고등학교,고등학교,2003-11-07,사립,본교,부산광역시 사하구 괴정동 619-46,부산광역시,사하구,괴정동,35.09322008,128.9884286
397,경희초등학교,초등학교,1961-05-18,사립,본교,서울특별시 동대문구 회기동 산4-50,서울특별시,동대문구,회기동,37.59394914,127.054891
398,문정중학교,중학교,1990-01-20,공립,본교,서울특별시 송파구 문정동 12-1,서울특별시,송파구,문정동,37.48848095,127.1300209
399,인수중학교,중학교,1986-05-04,공립,본교,서울특별시 강북구 수유동 551,서울특별시,강북구,수유동,37.64386667,127.0099213
400,건국대학교사범대학부속고등학교,고등학교,1980-05-15,사립,본교,서울특별시 광진구 화양동 528,서울특별시,광진구,화양동,37.53918267,127.0747119
401,문성중학교,중학교,1990-05-04,공립,본교,서울특별시 금천구 독산동 61,서울특별시,금천구,독산동,37.4754682,126.9084938
402,배명중학교,중학교,1934-10-07,사립,본교,서울특별시 송파구 삼전동 172-1,서울특별시,송파구,삼전동,37.4976895,127.0958118
403,부산삼육초등학교,초등학교,1949-06-04,사립,본교,부산광역시 금정구 청룡동 2-6,부산광역시,금정구,청룡동,35.27276329,129.0947495
404,서울수유초등학교,초등학교,1967-03-09,공립,본교,서울특별시 강북구 수유동 55-5,서울특별시,강북구,수유동,37.63124966,127.0202924
405,부산공업고등학교,고등학교,1924-05-05,공립,본교,부산광역시 남구 대연동 918-1,부산광역시,남구,대연동,35.13016741,129.0876872
406,강서공업고등학교,고등학교,1994-01-05,공립,본교,서울특별시 강서구 방화동 834,서울특별시,강서구,방화동,37.57603409,126.8161817
407,서울연지초등학교,초등학교,1998-06-12,공립,본교,서울특별시 노원구 월계동 320-8,서울특별시,노원구,월계동,37.63319251,127.0595343
408,서울보광초등학교,초등학교,1962-06-22,공립,본교,서울특별시 용산구 이태원동 15-13,서울특별시,용산구,이태원동,37.53254047,126.9963946
409,강서고등학교,고등학교,1983-11-01,사립,본교,서울특별시 양천구 목동 735,서울특별시,양천구,목동,37.53631557,126.8657711
410,자양고등학교,고등학교,1984-05-15,공립,본교,서울특별시 광진구 자양동 524-11,서울특별시,광진구,자양동,37.53607797,127.0733395
411,용산고등학교,고등학교,1946-09-09,공립,본교,서울특별시 용산구 용산동2가 1,서울특별시,용산구,용산동2가,37.54586738,126.9803277
412,서울홍제초등학교,초등학교,1937-05-21,공립,본교,서울특별시 서대문구 홍은동 48-112,서울특별시,서대문구,홍은동,37.59350546,126.9454205
413,중동고등학교,고등학교,1906-05-10,사립,본교,서울특별시 강남구 일원동 618,서울특별시,강남구,일원동,37.49371459,127.0809122
414,서울동구고등학교,고등학교,1942-06-17,사립,본교,서울특별시 성북구 성북동 168-275,서울특별시,성북구,성북동,37.59410587,127.0082153
415,부산관광고등학교,고등학교,1966-11-26,사립,본교,부산광역시 서구 남부민동 611-236,부산광역시,서구,남부민동,35.08250055,129.0222269
416,한강중학교,중학교,1972-12-29,공립,본교,서울특별시 용산구 서빙고동 4-1,서울특별시,용산구,서빙고동,37.52361192,126.9927909
417,감천초등학교,초등학교,1952-03-28,공립,본교,부산광역시 사하구 감천동 212,부산광역시,사하구,감천동,35.08257424,129.0071932
418,남부민초등학교,초등학교,1932-09-01,공립,본교,부산광역시 서구 남부민동 76,부산광역시,서구,남부민동,35.08941857,129.0233325
419,해강초등학교,초등학교,1995-09-01,공립,본교,부산광역시 해운대구 우동 1388,부산광역시,해운대구,우동,35.16215501,129.1417212
420,신남중학교,중학교,1984-05-06,공립,본교,서울특별시 양천구 신월동 610-3,서울특별시,양천구,신월동,37.52077389,126.8478926
421,서울광남초등학교,초등학교,1990-06-07,공립,본교,서울특별시 광진구 광장동 554,서울특별시,광진구,광장동,37.54078809,127.1006653
422,경희중학교,중학교,1960-04-15,사립,본교,서울특별시 동대문구 이문동 1-3,서울특별시,동대문구,이문동,37.59394914,127.054891
423,서울난곡초등학교,초등학교,1971-04-22,공립,본교,서울특별시 관악구 신림동 711-136,서울특별시,관악구,신림동,37.4691282,126.9163416
424,광무여자중학교,중학교,1974-12-21,공립,본교,부산광역시 부산진구 개금동 55,부산광역시,부산진구,개금동,35.16205208,129.0297927
425,신수중학교,중학교,1987-05-04,공립,본교,서울특별시 마포구 신수동 371-1,서울특별시,마포구,신수동,37.545923,126.934132
426,언주중학교,중학교,1980-05-01,공립,본교,서울특별시 강남구 삼성동 28,서울특별시,강남구,삼성동,37.51465316,127.0466832
427,서울청계초등학교,초등학교,1992-05-06,공립,본교,서울특별시 노원구 중계동 513-1,서울특별시,노원구,중계동,37.64503406,127.0661389
428,신월중학교,중학교,1981-05-20,공립,본교,서울특별시 양천구 신월동 17-6,서울특별시,양천구,신월동,37.54046194,126.828389
429,배산초등학교,초등학교,1981-12-29,공립,본교,부산광역시 수영구 망미동 920,부산광역시,수영구,망미동,35.17716124,129.1019367
430,사상초등학교,초등학교,1918-04-01,공립,본교,부산광역시 사상구 덕포동 692-1,부산광역시,사상구,덕포동,35.16761073,128.9828439
431,서울영희초등학교,초등학교,1946-10-01,공립,본교,서울특별시 강남구 일원동 617,서울특별시,강남구,일원동,37.4923004,127.0811328
432,동래초등학교,초등학교,1965-01-14,사립,본교,부산광역시 금정구 구서동 74-10,부산광역시,금정구,구서동,35.2471077,129.0984813
433,하단초등학교,초등학교,1983-01-17,공립,본교,부산광역시 사하구 하단동 593-1,부산광역시,사하구,하단동,35.10545886,128.9648646
434,잠실여자고등학교,고등학교,1983-05-13,사립,본교,서울특별시 송파구 송파동 99-2,서울특별시,송파구,송파동,37.50179413,127.1142413
435,서울관광고등학교,고등학교,1978-03-15,사립,본교,서울특별시 관악구 봉천동 1694,서울특별시,관악구,봉천동,37.48781542,126.9437608
436,서울체육고등학교,고등학교,1971-03-20,공립,본교,서울특별시 송파구 방이동 88-14,서울특별시,송파구,방이동,37.52233038,127.1298226
437,서울금옥초등학교,초등학교,1962-04-12,공립,본교,서울특별시 성동구 금호동4가 999-4,서울특별시,성동구,금호동4가,37.54632146,127.0176012
438,서울신남성초등학교,초등학교,1975-03-11,공립,본교,서울특별시 동작구 사당동 199-1,서울특별시,동작구,사당동,37.48815254,126.9648699619
439,서울선곡초등학교,초등학교,1975-03-13,공립,본교,서울특별시 노원구 월계동 446,서울특별시,노원구,월계동,37.61869442,127.0578029
440,일신여자상업고등학교,고등학교,1958-04-06,사립,본교,서울특별시 송파구 송파동 5-14,서울특별시,송파구,송파동,37.50179413,127.1142413
441,서울청파초등학교,초등학교,1943-09-24,공립,본교,서울특별시 용산구 청파동2가 1-42,서울특별시,용산구,청파동2가,37.5473049,126.9635439
442,서울대모초등학교,초등학교,1994-10-14,공립,본교,서울특별시 강남구 일원동 736,서울특별시,강남구,일원동,37.48059845,127.0859938
443,서울오류초등학교,초등학교,1943-05-23,공립,본교,서울특별시 구로구 오류동 20-1,서울특별시,구로구,오류동,37.49752741,126.8420300297
444,숭실고등학교,고등학교,1897-10-10,사립,본교,서울특별시 은평구 신사동 300-88,서울특별시,은평구,신사동,37.59327482,126.9024039
445,홍익대학교사범대학부속초등학교,초등학교,1966-03-12,사립,본교,서울특별시 마포구 성산동 산11-31,서울특별시,마포구,성산동,37.55964474,126.9132084
446,중앙대학교사범대학부속중학교,중학교,1934-04-15,사립,본교,서울특별시 동작구 흑석동 86,서울특별시,동작구,흑석동,37.50362942,126.9617326
447,서울소의초등학교,초등학교,1945-11-01,공립,본교,서울특별시 마포구 아현동 386-1,서울특별시,마포구,아현동,37.55278186,126.9606556
448,서울성산초등학교,초등학교,1969-03-01,공립,본교,서울특별시 마포구 합정동 427-2,서울특별시,마포구,합정동,37.55342789,126.9109504
449,행당중학교,중학교,1968-10-02,공립,본교,서울특별시 성동구 행당동 66-3,서울특별시,성동구,행당동,37.55455404,127.0419634
450,서울당산초등학교,초등학교,1945-10-08,공립,본교,서울특별시 영등포구 양평동4가 323,서울특별시,영등포구,양평동4가,37.54011912,126.8962411
451,동주초등학교,초등학교,1979-12-31,공립,본교,부산광역시 사상구 주례동 531,부산광역시,사상구,주례동,35.14713448,129.0055597
452,부산진초등학교,초등학교,1907-09-07,공립,본교,부산광역시 부산진구 범천동 890-1,부산광역시,부산진구,범천동,35.149993,129.056265
453,서초중학교,중학교,1979-08-30,공립,본교,서울특별시 서초구 서초동 1741-13,서울특별시,서초구,서초동,37.48553868,127.0085193
454,신연중학교,중학교,1987-04-20,공립,본교,서울특별시 서대문구 연희동 1-107,서울특별시,서대문구,연희동,37.58271543,126.9398364
455,대평초등학교,초등학교,1966-10-15,공립,본교,부산광역시 영도구 남항동2가 65-9,부산광역시,영도구,남항동2가,35.08753561,129.0388823
456,가평초등학교,초등학교,1977-09-01,공립,본교,부산광역시 부산진구 가야동 649-19,부산광역시,부산진구,가야동,35.14885285,129.0257667
457,서울금화초등학교,초등학교,1924-04-01,공립,본교,서울특별시 서대문구 천연동 13-1,서울특별시,서대문구,천연동,37.56882755,126.9629414
458,서울세곡초등학교,초등학교,1972-11-01,공립,본교,서울특별시 구로구 고척동 253-129,서울특별시,구로구,고척동,37.5050561,126.8491198
459,서울양명초등학교,초등학교,1983-05-11,공립,본교,서울특별시 양천구 신정동 310-6,서울특별시,양천구,신정동,37.51637495,126.8566349
460,구포중학교,중학교,1972-11-01,공립,본교,부산광역시 북구 구포동 1139,부산광역시,북구,구포동,35.19495587,128.9964987
461,서울삼육초등학교,초등학교,1913-10-01,사립,본교,서울특별시 동대문구 회기동 102-48,서울특별시,동대문구,회기동,37.5887715,127.0471713
462,다선중학교,중학교,1997-03-01,공립,본교,부산광역시 사하구 다대동 1549-3,부산광역시,사하구,다대동,35.05271729,128.9637818
463,사당중학교,중학교,1984-05-02,공립,본교,서울특별시 동작구 사당동 209-16,서울특별시,동작구,사당동,37.48776119,126.9685407
464,괘법초등학교,초등학교,1982-03-25,공립,본교,부산광역시 사상구 괘법동 556-2,부산광역시,사상구,괘법동,35.16018215,128.9857978
465,서울대영초등학교,초등학교,1988-04-22,공립,본교,서울특별시 영등포구 신길동 341-1,서울특별시,영등포구,신길동,37.50267937,126.9063367
466,서울가재울초등학교,초등학교,2016-05-01,공립,본교,서울특별시 서대문구 남가좌동 385-1,서울특별시,서대문구,남가좌동,37.57376442,126.9183891
467,부산장안고등학교,고등학교,1974-01-05,공립,본교,부산광역시 기장군 장안읍 좌천리 425,부산광역시,기장군,장안읍,35.31875901,129.2361258
468,동양중학교,중학교,1951-03-03,사립,본교,서울특별시 동작구 흑석동 198-90,서울특별시,동작구,흑석동,37.51022314,126.9574775
469,재송중학교,중학교,1981-01-17,공립,본교,부산광역시 해운대구 재송동 1033-1,부산광역시,해운대구,재송동,35.19316189,129.128547
470,덕성여자중학교,중학교,1946-10-01,사립,본교,서울특별시 종로구 송현동 34,서울특별시,종로구,송현동,37.57778598,126.9819235
471,장평중학교,중학교,1981-12-28,공립,본교,부산광역시 사하구 감천동 567-9,부산광역시,사하구,감천동,35.09396796,128.9944685
472,덕수고등학교,고등학교,1910-04-13,공립,본교,서울특별시 성동구 행당동 70-28,서울특별시,성동구,행당동,37.55526422,127.0411418
473,서울세륜초등학교,초등학교,1989-04-19,공립,본교,서울특별시 송파구 방이동 89-23,서울특별시,송파구,방이동,37.51855781,127.1341633
474,홍익대학교사범대학부속고등학교,고등학교,1954-04-12,사립,본교,서울특별시 성북구 성북동 151,서울특별시,성북구,성북동,37.59366662,127.002805
475,창북중학교,중학교,1987-05-07,공립,본교,서울특별시 도봉구 창동 683-15,서울특별시,도봉구,창동,37.64911577,127.0388329
476,서울개화초등학교,초등학교,1956-07-10,공립,본교,서울특별시 강서구 방화동 502,서울특별시,강서구,방화동,37.57394373,126.8046464
477,서동초등학교,초등학교,1980-05-06,공립,본교,부산광역시 금정구 서동 505-10,부산광역시,금정구,서동,35.21911398,129.0968813
478,서울경인초등학교,초등학교,1986-11-27,공립,본교,서울특별시 양천구 목동 911-4,서울특별시,양천구,목동,37.53287102,126.8856957
479,금사중학교,중학교,1979-01-31,공립,본교,부산광역시 금정구 서동 50,부산광역시,금정구,서동,35.22098889,129.1067397
480,남강중학교,중학교,1971-03-29,사립,본교,서울특별시 관악구 신림동 627-1,서울특별시,관악구,신림동,37.47137567,126.9249091
481,명호초등학교,초등학교,2009-03-01,공립,본교,부산광역시 강서구 명지동 3232-6,부산광역시,강서구,명지동,35.08526967,128.9004096
482,효림초등학교,초등학교,1984-04-06,공립,본교,부산광역시 사하구 장림동 394,부산광역시,사하구,장림동,35.07537995,128.9741021
483,동주여자고등학교,고등학교,1919-05-26,사립,본교,부산광역시 중구 광복동3가 3-1,부산광역시,중구,광복동3가,35.10097077,129.0313539
484,서울용산초등학교,초등학교,1945-11-01,공립,본교,서울특별시 용산구 한강로2가 1,서울특별시,용산구,한강로2가,37.53561344,126.9725506
485,대명중학교,중학교,1990-05-01,공립,본교,서울특별시 강남구 대치동 952,서울특별시,강남구,대치동,37.50633641,127.0609849
486,반포고등학교,고등학교,1984-04-26,공립,본교,서울특별시 서초구 반포동 30-19,서울특별시,서초구,반포동,37.50270273,127.0165603
487,고려대학교사범대학부속고등학교,고등학교,1968-03-11,사립,본교,서울특별시 성북구 정릉동 660,서울특별시,성북구,정릉동,37.60783857,127.0028302
488,서울독산초등학교,초등학교,1978-04-11,공립,본교,서울특별시 금천구 독산동 1034,서울특별시,금천구,독산동,37.46565691,126.8997128
489,한국조형예술고등학교,고등학교,1974-03-16,공립,본교,부산광역시 남구 용호동 506-39,부산광역시,남구,용호동,35.12048796,129.1165597
490,남명초등학교,초등학교,2013-04-15,공립,본교,부산광역시 강서구 명지동 3243-2,부산광역시,강서구,명지동,35.08403561,128.9105908
491,서울배봉초등학교,초등학교,1971-10-08,공립,본교,서울특별시 동대문구 전농동 3-111,서울특별시,동대문구,전농동,37.58008416,127.0668719
492,상명중학교,중학교,1937-12-01,사립,본교,서울특별시 노원구 중계동 515,서울특별시,노원구,중계동,37.64954781,127.0680416
493,오류중학교,중학교,1976-04-06,공립,본교,서울특별시 구로구 고척동 243,서울특별시,구로구,고척동,37.50786222,126.8462113
494,일광중학교,중학교,2021-03-01,공립,본교,부산광역시 기장군 일광면 삼성리 749,부산광역시,기장군,일광면,35.26522711,129.2204614
495,경원고등학교,고등학교,1987-10-23,사립,본교,부산광역시 부산진구 당감동 611-1,부산광역시,부산진구,당감동,35.16371025,129.0318871
496,동주중학교,중학교,1984-01-07,공립,본교,부산광역시 사상구 주례동 543,부산광역시,사상구,주례동,35.14590297,129.0039409
497,성동글로벌경영고등학교,고등학교,1961-03-03,공립,본교,서울특별시 중구 신당동 250-3,서울특별시,중구,신당동,37.56585472,127.0135246
498,서울원명초등학교,초등학교,1990-05-04,공립,본교,서울특별시 서초구 서초동 1685-1,서울특별시,서초구,서초동,37.50079587,127.0167076
499,서울탑동초등학교,초등학교,1967-12-04,공립,본교,서울특별시 금천구 시흥동 230,서울특별시,금천구,시흥동,37.45251655,126.9153675
500,서울수암초등학교,초등학교,2000-06-07,공립,본교,서울특별시 노원구 중계동 67,서울특별시,노원구,중계동,37.64769283,127.0814646
501,서울창일초등학교,초등학교,1990-11-09,공립,본교,서울특별시 도봉구 창동 371,서울특별시,도봉구,창동,37.64765764,127.0476085
502,서울동구로초등학교,초등학교,1971-04-04,공립,본교,서울특별시 구로구 구로동 93,서울특별시,구로구,구로동,37.49407053,126.8927802
503,서울미성초등학교,초등학교,1980-04-17,공립,본교,서울특별시 관악구 신림동 768-23,서울특별시,관악구,신림동,37.47833997,126.9123923
504,북악중학교,중학교,1984-04-27,공립,본교,서울특별시 성북구 정릉동 640-3,서울특별시,성북구,정릉동,37.60700905,127.0016095
505,영원중학교,중학교,1950-06-07,공립,본교,서울특별시 영등포구 영등포동 576-6,서울특별시,영등포구,영등포동,37.51497419,126.9136469
506,창덕여자고등학교,고등학교,1941-04-22,공립,본교,서울특별시 송파구 방이동 89-6,서울특별시,송파구,방이동,37.51624351,127.1402736
507,서울신우초등학교,초등학교,1978-04-06,공립,본교,서울특별시 관악구 신림동 315,서울특별시,관악구,신림동,37.46326397,126.9325353
508,서울남사초등학교,초등학교,1979-09-27,공립,본교,서울특별시 동작구 사당동 1011-1,서울특별시,동작구,사당동,37.48194349,126.9782341
509,신일중학교,중학교,1966-10-13,사립,본교,서울특별시 강북구 미아동 193-1,서울특별시,강북구,미아동,37.62796722,127.0284273
510,서울도림초등학교,초등학교,1956-03-24,공립,본교,서울특별시 영등포구 신길동 285-1,서울특별시,영등포구,신길동,37.50750302,126.9072907
511,강북중학교,중학교,1980-12-27,공립,본교,서울특별시 강북구 수유동 694,서울특별시,강북구,수유동,37.6449159,127.0253734
512,모덕초등학교,초등학교,1989-03-01,공립,본교,부산광역시 사상구 모라동 1364-1,부산광역시,사상구,모라동,35.18270148,128.9919381
513,서울백산초등학교,초등학교,1974-03-26,공립,본교,서울특별시 금천구 시흥동 438-5,서울특별시,금천구,시흥동,37.44673975,126.905146
514,경인중학교,중학교,1969-11-11,공립,본교,서울특별시 구로구 개봉동 143-4,서울특별시,구로구,개봉동,37.49846566,126.8536725
515,서울버들초등학교,초등학교,2007-11-29,공립,본교,서울특별시 송파구 잠실동 35-6,서울특별시,송파구,잠실동,37.51028143,127.0889992
516,경기고등학교,고등학교,1900-10-03,공립,본교,서울특별시 강남구 삼성동 74-4,서울특별시,강남구,삼성동,37.51756454,127.0560755
517,가원중학교,중학교,1988-12-24,공립,본교,서울특별시 송파구 가락동 106-3,서울특별시,송파구,가락동,37.49099949,127.1231711
518,용산초등학교,초등학교,1978-12-20,공립,본교,부산광역시 남구 용호동 382-1,부산광역시,남구,용호동,35.11653695,129.1160682
519,서울양화초등학교,초등학교,1979-04-04,공립,본교,서울특별시 양천구 목동 542,서울특별시,양천구,목동,37.5436693,126.873986
520,반여고등학교,고등학교,2003-12-16,공립,본교,부산광역시 해운대구 반여동 1622,부산광역시,해운대구,반여동,35.20295915,129.1265612
521,명덕여자중학교,중학교,1977-10-15,사립,본교,서울특별시 강서구 내발산동 169-1,서울특별시,강서구,내발산동,37.55394399,126.8342914
522,중앙대학교사범대학부속고등학교,고등학교,1934-04-15,사립,본교,서울특별시 강남구 도곡동 산21,서울특별시,강남구,도곡동,37.4919059,127.0521116
523,서울풍성초등학교,초등학교,1991-04-24,공립,본교,서울특별시 송파구 풍납동 388-8,서울특별시,송파구,풍납동,37.52629486,127.1134884
524,경성중학교,중학교,1967-10-23,사립,본교,서울특별시 마포구 연남동 369-1,서울특별시,마포구,연남동,37.56351064,126.9191663
525,신정고등학교,고등학교,2009-03-01,공립,본교,부산광역시 기장군 정관읍 용수리 1357,부산광역시,기장군,정관읍,35.32826001,129.1667905
526,서울홍은초등학교,초등학교,1974-03-06,공립,본교,서울특별시 서대문구 홍제동 286-5,서울특별시,서대문구,홍제동,37.59754027,126.949458
527,숭문고등학교,고등학교,1946-08-28,사립,본교,서울특별시 마포구 대흥동 28-14,서울특별시,마포구,대흥동,37.55087275,126.9457596
528,서울정릉초등학교,초등학교,1985-10-25,공립,본교,서울특별시 성북구 정릉동 798-1,서울특별시,성북구,정릉동,37.61979605,127.0052561
529,장전중학교,중학교,1986-03-05,공립,본교,부산광역시 금정구 장전동 521-183,부산광역시,금정구,장전동,35.22878812,129.0779437
530,장산중학교,중학교,2007-03-01,공립,본교,부산광역시 해운대구 반여동 1411-8,부산광역시,해운대구,반여동,35.19878198,129.1177118
531,한성고등학교,고등학교,1928-09-25,사립,본교,서울특별시 서대문구 북아현동 170-1,서울특별시,서대문구,북아현동,37.55909644,126.9544615
532,서울청구초등학교,초등학교,1945-11-01,공립,본교,서울특별시 중구 신당동 330-2,서울특별시,중구,신당동,37.55911668,127.0137244
533,서울매헌초등학교,초등학교,2008-04-24,공립,본교,서울특별시 서초구 양재동 311-1,서울특별시,서초구,양재동,37.47126248,127.0420698
534,유석초등학교,초등학교,1966-03-08,사립,본교,서울특별시 강서구 등촌동 82-1,서울특별시,강서구,등촌동,37.56080588,126.8537249
535,해운대관광고등학교,고등학교,1972-12-29,사립,본교,부산광역시 해운대구 우동 산88-1,부산광역시,해운대구,우동,35.17052556,129.1571278
536,내성고등학교,고등학교,1981-01-15,공립,본교,부산광역시 금정구 부곡동 812-13,부산광역시,금정구,부곡동,35.22138302,129.0927454
537,양덕초등학교,초등학교,1991-05-17,공립,본교,부산광역시 북구 덕천동 812,부산광역시,북구,덕천동,35.205895,129.0118896
538,서울잠현초등학교,초등학교,2008-10-27,공립,본교,서울특별시 송파구 신천동 17-2,서울특별시,송파구,신천동,37.52258587,127.1047786
539,서울석촌초등학교,초등학교,1990-05-10,공립,본교,서울특별시 송파구 석촌동 267,서울특별시,송파구,석촌동,37.50263063,127.1052122
540,창동고등학교,고등학교,2002-03-01,공립,본교,서울특별시 도봉구 창동 694-10,서울특별시,도봉구,창동,37.65103577,127.0388191
541,서울예술고등학교,고등학교,1953-03-21,사립,본교,서울특별시 종로구 평창동 217,서울특별시,종로구,평창동,37.60575682,126.9678907
542,좌동초등학교,초등학교,1996-09-01,공립,본교,부산광역시 해운대구 좌동 1292,부산광역시,해운대구,좌동,35.17601553,129.1751421
543,연제중학교,중학교,1985-03-01,공립,본교,부산광역시 연제구 연산동 1777-10,부산광역시,연제구,연산동,35.1792871,129.0897786
544,미래산업과학고등학교,고등학교,1994-03-23,사립,본교,서울특별시 노원구 중계동 369-3,서울특별시,노원구,중계동,37.65877948,127.0784407
545,서울동교초등학교,초등학교,1975-04-18,공립,본교,서울특별시 마포구 망원동 426-5,서울특별시,마포구,망원동,37.55862448,126.9024006
546,중앙대학교사범대학부속초등학교,초등학교,1965-03-08,사립,본교,서울특별시 동작구 흑석동 233-2,서울특별시,동작구,흑석동,37.50545264,126.9596777
547,운현초등학교,초등학교,1986-03-04,사립,본교,서울특별시 종로구 운니동 114-7,서울특별시,종로구,운니동,37.57663053,126.9881575
548,봉래초등학교,초등학교,1909-06-04,공립,본교,부산광역시 중구 영주동 582-2,부산광역시,중구,영주동,35.11139514,129.0355665
549,동신중학교,중학교,1974-12-21,공립,본교,부산광역시 동래구 명장동 184,부산광역시,동래구,명장동,35.20596274,129.0976723
550,서울고현초등학교,초등학교,2020-03-01,공립,본교,서울특별시 강동구 상일동 121,서울특별시,강동구,상일동,37.55380091,127.1660305
551,서울천왕초등학교,초등학교,2011-09-01,공립,본교,서울특별시 구로구 천왕동 273-2,서울특별시,구로구,천왕동,37.48145598,126.8370629
552,서울연가초등학교,초등학교,1973-09-07,공립,본교,서울특별시 서대문구 남가좌동 364-6,서울특별시,서대문구,남가좌동,37.5795632,126.9173292
553,서울신화초등학교,초등학교,1984-10-30,공립,본교,서울특별시 도봉구 창동 504-33,서울특별시,도봉구,창동,37.63319504,127.0408842
554,압구정고등학교,고등학교,1987-05-06,공립,본교,서울특별시 강남구 압구정동 470,서울특별시,강남구,압구정동,37.53113395,127.0327116
555,부산여자고등학교,고등학교,1945-10-01,공립,본교,부산광역시 사하구 하단동 산24,부산광역시,사하구,하단동,35.11150068,128.9674864
556,구암중학교,중학교,2004-06-07,공립,본교,서울특별시 관악구 봉천동 1712-5,서울특별시,관악구,봉천동,37.49277532,126.948602
557,원묵중학교,중학교,1996-10-22,공립,본교,서울특별시 중랑구 묵동 12,서울특별시,중랑구,묵동,37.61777209,127.0843728
558,서울봉은초등학교,초등학교,1982-04-07,공립,본교,서울특별시 강남구 삼성동 79-2,서울특별시,강남구,삼성동,37.52008269,127.0609329
559,보성고등학교,고등학교,1906-09-05,사립,본교,서울특별시 송파구 방이동 89-22,서울특별시,송파구,방이동,37.52008989,127.1357293
560,거제여자중학교,중학교,1992-01-06,공립,본교,부산광역시 연제구 거제동 1278-2,부산광역시,연제구,거제동,35.187762,129.0634379
561,정관고등학교,고등학교,2015-03-01,공립,본교,부산광역시 기장군 정관읍 용수리 1395,부산광역시,기장군,정관읍,35.3220883,129.170237
562,홍익대학교사범대학부속중학교,중학교,1954-04-12,사립,본교,서울특별시 성북구 성북동 151,서울특별시,성북구,성북동,37.59366662,127.002805
563,은석초등학교,초등학교,1963-04-16,사립,본교,서울특별시 동대문구 장안동 328,서울특별시,동대문구,장안동,37.57855999,127.0757616
564,동성초등학교,초등학교,1962-10-11,사립,본교,부산광역시 부산진구 전포동 358-56,부산광역시,부산진구,전포동,35.15268615,129.0695011
565,신도중학교,중학교,1997-05-04,공립,본교,부산광역시 해운대구 좌동 1345,부산광역시,해운대구,좌동,35.17058579,129.1674405
566,용문중학교,중학교,1984-01-07,공립,본교,부산광역시 남구 용호동 246-1,부산광역시,남구,용호동,35.1251995,129.1069007
567,중산고등학교,고등학교,1994-03-25,사립,본교,서울특별시 강남구 일원동 714,서울특별시,강남구,일원동,37.48574293,127.0814285
568,청담고등학교,고등학교,1990-05-22,공립,본교,서울특별시 강남구 압구정동 526,서울특별시,강남구,압구정동,37.52800302,127.0437002
569,휘봉고등학교,고등학교,2012-05-01,공립,본교,서울특별시 동대문구 휘경동 43-138,서울특별시,동대문구,휘경동,37.58647725,127.068852
570,서울난우초등학교,초등학교,1976-12-03,공립,본교,서울특별시 관악구 신림동 589-1,서울특별시,관악구,신림동,37.47711829,126.9176525
571,남도여자중학교,중학교,1952-03-13,사립,본교,부산광역시 영도구 신선동2가 102,부산광역시,영도구,신선동2가,35.0870604,129.0455444
572,서울수송초등학교,초등학교,2001-09-01,공립,본교,서울특별시 강북구 번동 456,서울특별시,강북구,번동,37.63732397,127.0332067
573,대진전자통신고등학교,고등학교,1995-10-30,사립,본교,부산광역시 금정구 장전동 657-13,부산광역시,금정구,장전동,35.24150549,129.0818052
574,한얼고등학교,고등학교,1974-02-22,사립,본교,부산광역시 남구 문현동 557-1,부산광역시,남구,문현동,35.14615209,129.0713257
575,번동중학교,중학교,1992-04-28,공립,본교,서울특별시 강북구 번동 231,서울특별시,강북구,번동,37.63244533,127.0362077
576,서울망우초등학교,초등학교,1977-05-06,공립,본교,서울특별시 중랑구 망우동 153-1,서울특별시,중랑구,망우동,37.59873698,127.1038418
577,미남초등학교,초등학교,1984-04-06,공립,본교,부산광역시 동래구 온천동 1460-1,부산광역시,동래구,온천동,35.20368445,129.0728408
578,서울외국어고등학교,고등학교,1993-10-05,사립,본교,서울특별시 도봉구 창동 35,서울특별시,도봉구,창동,37.64578079,127.0515087
579,서울방학초등학교,초등학교,1982-10-07,공립,본교,서울특별시 도봉구 방학동 302,서울특별시,도봉구,방학동,37.66393373,127.032748
580,배정미래고등학교,고등학교,1973-10-02,사립,본교,부산광역시 남구 문현동 1098-5,부산광역시,남구,문현동,35.13109322,129.0680868
581,하단중학교,중학교,1981-01-17,공립,본교,부산광역시 사하구 하단동 502-1,부산광역시,사하구,하단동,35.11106623,128.9599891
582,대신고등학교,고등학교,1938-04-05,사립,본교,서울특별시 종로구 행촌동 171-1,서울특별시,종로구,행촌동,37.57312377,126.9612545
583,서울개롱초등학교,초등학교,2008-05-01,공립,본교,서울특별시 송파구 오금동 159,서울특별시,송파구,오금동,37.49736261,127.1398881
584,영신간호비즈니스고등학교,고등학교,1993-05-08,사립,본교,서울특별시 노원구 중계동 118,서울특별시,노원구,중계동,37.65245208,127.083205
585,서울서이초등학교,초등학교,1984-04-23,공립,본교,서울특별시 서초구 서초동 1334-2,서울특별시,서초구,서초동,37.49156467,127.025618
586,서울새솔초등학교,초등학교,2014-05-01,공립,본교,서울특별시 중랑구 신내동 241,서울특별시,중랑구,신내동,37.61798909,127.1113284
587,연일중학교,중학교,1981-01-20,공립,본교,부산광역시 연제구 연산동 1086,부산광역시,연제구,연산동,35.18482183,129.0971099
