,School_Name,School_Level,Establishment_Date,Establishment_Type,Branch_Type,Address,city,gu,dong,Latitude,Longitude
0,주양초등학교,초등학교,2006-03-01,공립,본교,부산광역시 사상구 주례동 10-1,부산광역시,사상구,주례동,35.15368245,129.0121457
1,항동중학교,중학교,2020-03-01,공립,본교,서울특별시 구로구 항동 22-5,서울특별시,구로구,항동,37.48285456,126.8201900078
2,이사벨중학교,중학교,1964-12-12,사립,본교,부산광역시 연제구 거제동 75-7,부산광역시,연제구,거제동,35.19353414,129.077938
3,서울개봉초등학교,초등학교,1971-12-04,공립,본교,서울특별시 구로구 개봉동 266,서울특별시,구로구,개봉동,37.48952491,126.857976
4,성동초등학교,초등학교,1952-04-06,공립,본교,부산광역시 남구 문현동 497,부산광역시,남구,문현동,35.14383316,129.0691045
5,이화여자대학교사범대학부속초등학교,초등학교,1955-04-08,사립,본교,서울특별시 서대문구 대신동 20,서울특별시,서대문구,대신동,37.56115022,126.9427504
6,서울대학교사범대학부설초등학교,초등학교,1946-08-22,국립,본교,서울특별시 종로구 동숭동 199-51,서울특별시,종로구,동숭동,37.5775997,127.0042955
7,연신중학교,중학교,1982-01-07,공립,본교,서울특별시 은평구 불광동 400-4,서울특별시,은평구,불광동,37.62353926,126.9242879
8,서울윤중초등학교,초등학교,1980-04-04,공립,본교,서울특별시 영등포구 여의도동 38,서울특별시,영등포구,여의도동,37.51964164,126.9225908
9,덕산중학교,중학교,1988-04-19,공립,본교,서울특별시 은평구 신사동 265-4,서울특별시,은평구,신사동,37.6022574,126.9046771
10,서울중계초등학교,초등학교,1975-10-02,공립,본교,서울특별시 노원구 중계동 449-2,서울특별시,노원구,중계동,37.65784243,127.0733117
11,명진중학교,중학교,2003-03-01,공립,본교,부산광역시 북구 화명동 2258,부산광역시,북구,화명동,35.23977771,129.0097001
12,동삼초등학교,초등학교,1942-04-01,공립,본교,부산광역시 영도구 동삼동 258,부산광역시,영도구,동삼동,35.0798243,129.0734665
13,화잠초등학교,초등학교,2003-03-01,공립,본교,부산광역시 북구 화명동 732-1,부산광역시,북구,화명동,35.2359298,129.0173597
14,서울염리초등학교,초등학교,1983-11-22,공립,본교,서울특별시 마포구 염리동 173-4,서울특별시,마포구,염리동,37.54271029,126.945999
15,월곡중학교,중학교,1986-05-14,공립,본교,서울특별시 성북구 상월곡동 35-1,서울특별시,성북구,상월곡동,37.60698163,127.0482588
16,대진디자인고등학교,고등학교,1995-03-02,사립,본교,서울특별시 강남구 수서동 733,서울특별시,강남구,수서동,37.49042815,127.0959793
17,연서초등학교,초등학교,1984-04-25,공립,본교,부산광역시 연제구 연산동 583-3,부산광역시,연제구,연산동,35.19095316,129.0866023
18,동덕여자중학교,중학교,1910-04-27,사립,본교,서울특별시 서초구 방배동 산81-5,서울특별시,서초구,방배동,37.47587863,126.991995
19,서울중평초등학교,초등학교,1988-04-25,공립,본교,서울특별시 노원구 하계동 271,서울특별시,노원구,하계동,37.63753357,127.0639651
20,전일중학교,중학교,1974-10-02,공립,본교,서울특별시 동대문구 전농동 60-1,서울특별시,동대문구,전농동,37.58250018,127.0583795
21,서울자운초등학교,초등학교,1997-06-11,공립,본교,서울특별시 도봉구 창동 181-19,서울특별시,도봉구,창동,37.65801094,127.0466811
22,서울신당초등학교,초등학교,2007-03-01,공립,본교,서울특별시 중구 신당동 161-2,서울특별시,중구,신당동,37.56362621,127.0236731
23,서울면중초등학교,초등학교,1976-06-05,공립,본교,서울특별시 중랑구 면목동 491-1,서울특별시,중랑구,면목동,37.58244179,127.0965509
24,창일중학교,중학교,1991-10-02,공립,본교,서울특별시 도봉구 창동 369,서울특별시,도봉구,창동,37.64898751,127.0469136
25,개원초등학교,초등학교,1995-03-01,공립,본교,부산광역시 부산진구 개금동 1-18,부산광역시,부산진구,개금동,35.16456635,129.0284098
26,용수초등학교,초등학교,2002-03-27,공립,본교,부산광역시 북구 화명동 2305,부산광역시,북구,화명동,35.22913767,129.0090771
27,서울강서초등학교,초등학교,1980-10-18,공립,본교,서울특별시 양천구 신월동 441,서울특별시,양천구,신월동,37.52241272,126.8409879
28,서울용동초등학교,초등학교,1992-04-23,공립,본교,서울특별시 노원구 중계동 510-1,서울특별시,노원구,중계동,37.64108381,127.0690818
29,가락중학교,중학교,1986-05-06,공립,본교,서울특별시 송파구 송파동 168,서울특별시,송파구,송파동,37.50248553,127.1187527
30,서울여자상업고등학교,고등학교,1926-09-29,사립,본교,서울특별시 관악구 봉천동 1695,서울특별시,관악구,봉천동,37.47290457,126.9509181
31,신호초등학교,초등학교,1941-06-10,공립,본교,부산광역시 강서구 신호동 254,부산광역시,강서구,신호동,35.08196953,128.8785862
32,학산여자고등학교,고등학교,1985-09-17,사립,본교,부산광역시 동래구 명장동 585-13,부산광역시,동래구,명장동,35.20644229,129.0965495
33,서울중현초등학교,초등학교,1990-04-27,공립,본교,서울특별시 노원구 하계동 272-2,서울특별시,노원구,하계동,37.63251462,127.0659521
34,서울금천초등학교,초등학교,1984-04-17,공립,본교,서울특별시 금천구 시흥동 218-1,서울특별시,금천구,시흥동,37.45481034,126.9128749
35,무정초등학교,초등학교,2005-03-01,공립,본교,부산광역시 해운대구 반여동 1651,부산광역시,해운대구,반여동,35.19815651,129.123779
36,해원초등학교,초등학교,2012-03-01,공립,본교,부산광역시 해운대구 우동 1405-2,부산광역시,해운대구,우동,35.15882051,129.1439005
37,승학초등학교,초등학교,1981-03-01,공립,본교,부산광역시 사하구 괴정동 354-111,부산광역시,사하구,괴정동,35.10214455,129.0032881
38,신남초등학교,초등학교,1999-09-01,공립,본교,부산광역시 사하구 신평동 667-1,부산광역시,사하구,신평동,35.09835479,128.9615995
39,신원중학교,중학교,1986-05-02,공립,본교,서울특별시 양천구 신월동 43-4,서울특별시,양천구,신월동,37.5370925,126.8248419
40,서울방현초등학교,초등학교,1990-11-02,공립,본교,서울특별시 서초구 방배동 산81-1,서울특별시,서초구,방배동,37.47650298,126.9900734
41,숙명여자중학교,중학교,1906-05-22,사립,본교,서울특별시 강남구 도곡동 91,서울특별시,강남구,도곡동,37.49147536,127.0526126
42,다대고등학교,고등학교,1995-05-22,공립,본교,부산광역시 사하구 다대동 1551,부산광역시,사하구,다대동,35.05313679,128.9698499
43,서울봉천초등학교,초등학교,1967-09-15,공립,본교,서울특별시 관악구 봉천동 28-6,서울특별시,관악구,봉천동,37.4832696,126.9581884
44,압구정중학교,중학교,1983-04-29,공립,본교,서울특별시 강남구 압구정동 471,서울특별시,강남구,압구정동,37.53024224,127.0330027
45,광신중학교,중학교,1951-10-10,사립,본교,서울특별시 관악구 신림동 산87-6,서울특별시,관악구,신림동,37.4644762,126.9259406
46,신선중학교,중학교,1970-01-29,공립,본교,부산광역시 영도구 신선동3가 110-1,부산광역시,영도구,신선동3가,35.08050882,129.0455401
47,천가초등학교,초등학교,1931-05-04,공립,본교,부산광역시 강서구 성북동 344,부산광역시,강서구,성북동,35.05234602,128.8312677
48,다선초등학교,초등학교,1989-01-01,공립,본교,부산광역시 사하구 다대동 3,부산광역시,사하구,다대동,35.06300204,128.9856796
49,고척고등학교,고등학교,1984-12-17,공립,본교,서울특별시 구로구 고척동 287-29,서울특별시,구로구,고척동,37.50804938,126.8498691
50,동작중학교,중학교,1984-12-08,공립,본교,서울특별시 동작구 동작동 59-1,서울특별시,동작구,동작동,37.49546195,126.9778016
51,경동고등학교,고등학교,1940-04-16,공립,본교,서울특별시 성북구 삼선동3가 43-1,서울특별시,성북구,삼선동3가,37.58660133,127.0160317
52,해강중학교,중학교,2005-05-06,공립,본교,부산광역시 해운대구 우동 1417-1,부산광역시,해운대구,우동,35.16401351,129.1357065
53,서울보라매초등학교,초등학교,2005-05-06,공립,본교,서울특별시 동작구 신대방동 488-1,서울특별시,동작구,신대방동,37.49585189,126.9161445
54,양운초등학교,초등학교,1997-03-01,공립,본교,부산광역시 해운대구 좌동 1372,부산광역시,해운대구,좌동,35.17474688,129.166705
55,감전초등학교,초등학교,1975-03-01,공립,본교,부산광역시 사상구 감전동 119-6,부산광역시,사상구,감전동,35.15574588,128.9886679
56,가야초등학교,초등학교,1948-11-01,공립,본교,부산광역시 부산진구 가야동 280-2,부산광역시,부산진구,가야동,35.1537258,129.0362693
57,금성초등학교,초등학교,1965-06-26,사립,본교,서울특별시 중랑구 신내동 651,서울특별시,중랑구,신내동,37.61531513,127.0898585
58,서울삼광초등학교,초등학교,1945-11-01,공립,본교,서울특별시 용산구 후암동 190-2,서울특별시,용산구,후암동,37.54775231,126.9765943
59,한천중학교,중학교,1992-04-29,공립,본교,서울특별시 노원구 공릉동 481,서울특별시,노원구,공릉동,37.63131395,127.0724683
60,장평중학교,중학교,1967-10-20,공립,본교,서울특별시 동대문구 장안동 352,서울특별시,동대문구,장안동,37.56685961,127.0704776
61,서울아주초등학교,초등학교,1987-04-24,공립,본교,서울특별시 송파구 잠실동 115,서울특별시,송파구,잠실동,37.50582689,127.075764
62,송곡고등학교,고등학교,1986-12-31,사립,본교,서울특별시 중랑구 망우동 239-1,서울특별시,중랑구,망우동,37.60584544,127.1064637
63,강현중학교,중학교,1968-08-06,공립,본교,서울특별시 동작구 상도동 335-5,서울특별시,동작구,상도동,37.50311599,126.9307563
64,서울대학교사범대학부설고등학교,고등학교,1946-10-15,국립,본교,서울특별시 성북구 종암동 7-10,서울특별시,성북구,종암동,37.59472384,127.0381204
65,서울광진초등학교,초등학교,2003-09-01,공립,본교,서울특별시 광진구 구의동 60-44,서울특별시,광진구,구의동,37.54761146,127.0913325
66,언북중학교,중학교,1982-09-14,공립,본교,서울특별시 강남구 논현동 69,서울특별시,강남구,논현동,37.51942855,127.0331263
67,당리중학교,중학교,1967-09-08,공립,본교,부산광역시 사하구 당리동 438-1,부산광역시,사하구,당리동,35.1022387,128.9805243
68,영파여자중학교,중학교,1967-10-28,사립,본교,서울특별시 송파구 풍납동 501,서울특별시,송파구,풍납동,37.53273562,127.1197395
69,서울신용산초등학교,초등학교,1968-09-25,공립,본교,서울특별시 용산구 이촌동 301-75,서울특별시,용산구,이촌동,37.52062959,126.9753663
70,해성여자고등학교,고등학교,2008-03-01,사립,본교,서울특별시 동대문구 전농동 90-3,서울특별시,동대문구,전농동,37.5818726,127.0569769
71,경복비즈니스고등학교,고등학교,1972-10-02,사립,본교,서울특별시 강서구 등촌동 131,서울특별시,강서구,등촌동,37.55802536,126.8526703
72,서울온곡초등학교,초등학교,1988-10-10,공립,본교,서울특별시 노원구 상계동 638,서울특별시,노원구,상계동,37.66754054,127.0659829
73,가락초등학교,초등학교,1923-10-11,공립,본교,부산광역시 강서구 죽림동 623-2,부산광역시,강서구,죽림동,35.19634003,128.8952655
74,동명여자고등학교,고등학교,1921-06-03,사립,본교,서울특별시 은평구 대조동 91-20,서울특별시,은평구,대조동,37.61441879,126.9228204
75,대청초등학교,초등학교,1998-09-01,공립,본교,부산광역시 기장군 기장읍 대라리 229-1,부산광역시,기장군,기장읍,35.23550289,129.2099118
76,경원중학교,중학교,1981-03-01,공립,본교,서울특별시 서초구 잠원동 66-1,서울특별시,서초구,잠원동,37.5115816,127.0090183
77,개봉중학교,중학교,1984-05-04,공립,본교,서울특별시 구로구 개봉동 24-2,서울특별시,구로구,개봉동,37.50352932,126.8423998
78,화원중학교,중학교,1996-05-06,공립,본교,서울특별시 강서구 화곡동 351-94,서울특별시,강서구,화곡동,37.53621409,126.8424164
79,문일고등학교,고등학교,1974-12-27,사립,본교,서울특별시 금천구 시흥동 559-1,서울특별시,금천구,시흥동,37.44891526,126.8987207
80,금옥중학교,중학교,1981-05-02,공립,본교,서울특별시 양천구 신정동 729,서울특별시,양천구,신정동,37.51096532,126.8439717
81,주감중학교,중학교,1994-04-06,공립,본교,부산광역시 사상구 주례동 995,부산광역시,사상구,주례동,35.1564451,128.9954615
82,청원중학교,중학교,1955-04-27,사립,본교,서울특별시 노원구 상계동 641,서울특별시,노원구,상계동,37.66525155,127.0625329
83,경희여자고등학교,고등학교,1960-04-15,사립,본교,서울특별시 동대문구 회기동 1-5,서울특별시,동대문구,회기동,37.59394914,127.054891
84,개포고등학교,고등학교,1987-05-12,공립,본교,서울특별시 강남구 개포동 173,서울특별시,강남구,개포동,37.48495285,127.0594065
85,동덕여자고등학교,고등학교,1910-04-28,사립,본교,서울특별시 서초구 방배동 산82,서울특별시,서초구,방배동,37.47583666,126.991995
86,몰운대초등학교,초등학교,2008-03-01,공립,본교,부산광역시 사하구 다대동 1633,부산광역시,사하구,다대동,35.0550486,128.9631301
87,잠실중학교,중학교,1980-05-06,공립,본교,서울특별시 송파구 신천동 7-1,서울특별시,송파구,신천동,37.51781757,127.0986662
88,서울옥수초등학교,초등학교,1966-12-02,공립,본교,서울특별시 성동구 금호동4가 440-12,서울특별시,성동구,금호동4가,37.54552939,127.0218696
89,서울거여초등학교,초등학교,1967-11-23,공립,본교,서울특별시 송파구 오금동 108,서울특별시,송파구,오금동,37.50516942,127.1409011
90,서울남천초등학교,초등학교,1984-05-03,공립,본교,서울특별시 송파구 마천동 53,서울특별시,송파구,마천동,37.50144683,127.1507951
91,서울동일초등학교,초등학교,1989-04-25,공립,본교,서울특별시 노원구 상계동 655,서울특별시,노원구,상계동,37.66481537,127.0541700176
92,부산중학교,중학교,1945-10-10,공립,본교,부산광역시 동구 초량동 777-1,부산광역시,동구,초량동,35.12222306,129.0368658
93,서울영풍초등학교,초등학교,1982-10-10,공립,본교,서울특별시 송파구 거여동 12,서울특별시,송파구,거여동,37.4962199971,127.1430148
94,인헌고등학교,고등학교,1985-06-05,공립,본교,서울특별시 관악구 봉천동 174-5,서울특별시,관악구,봉천동,37.47231073,126.9704851
95,서울신서초등학교,초등학교,1987-10-22,공립,본교,서울특별시 양천구 신정동 312-1,서울특별시,양천구,신정동,37.52055887,126.8623309
96,동래원예고등학교,고등학교,1973-11-20,공립,본교,부산광역시 동래구 온천동 406,부산광역시,동래구,온천동,35.21464589,129.0754982
97,봉원중학교,중학교,1969-11-11,공립,본교,서울특별시 관악구 봉천동 25-19,서울특별시,관악구,봉천동,37.48410274,126.9588909
98,서울송정초등학교,초등학교,1936-09-06,공립,본교,서울특별시 강서구 공항동 22-16,서울특별시,강서구,공항동,37.56223089,126.8102813
99,브니엘여자고등학교,고등학교,1996-02-16,사립,본교,부산광역시 금정구 구서동 50-1,부산광역시,금정구,구서동,35.25485306,129.1039264
100,서울정화고등학교,고등학교,1908-09-01,사립,본교,서울특별시 동대문구 제기동 293,서울특별시,동대문구,제기동,37.58604864,127.0410703
101,청원초등학교,초등학교,1966-05-10,사립,본교,서울특별시 노원구 상계동 641,서울특별시,노원구,상계동,37.66525155,127.0625329
102,하계중학교,중학교,1983-05-04,공립,본교,서울특별시 노원구 하계동 231-4,서울특별시,노원구,하계동,37.64136991,127.0723336
103,석촌중학교,중학교,1982-01-07,공립,본교,서울특별시 송파구 가락동 43,서울특별시,송파구,가락동,37.50145499,127.1211174
104,국사봉중학교,중학교,1986-04-23,공립,본교,서울특별시 동작구 상도동 214-437,서울특별시,동작구,상도동,37.49353263,126.9440557
105,망미초등학교,초등학교,1975-11-15,공립,본교,부산광역시 수영구 망미동 268-2,부산광역시,수영구,망미동,35.17491643,129.1143915
106,서울과학고등학교,고등학교,1988-09-14,공립,본교,서울특별시 종로구 혜화동 1-1,서울특별시,종로구,혜화동,37.59154805,126.9984363
107,동아고등학교,고등학교,1951-09-21,사립,본교,부산광역시 사하구 괴정동 619-41,부산광역시,사하구,괴정동,35.09340085,128.9844284
108,석관고등학교,고등학교,1983-04-13,공립,본교,서울특별시 성북구 석관동 77-1,서울특별시,성북구,석관동,37.60958929,127.0667176
109,홍은중학교,중학교,1984-05-18,공립,본교,서울특별시 서대문구 홍은동 183,서울특별시,서대문구,홍은동,37.59189151,126.9357524
110,충렬초등학교,초등학교,1981-03-02,공립,본교,부산광역시 동래구 안락동 467-1,부산광역시,동래구,안락동,35.20041739,129.1117016
111,송파중학교,중학교,1978-10-10,공립,본교,서울특별시 송파구 가락동 139,서울특별시,송파구,가락동,37.49592462,127.1299138
112,문창중학교,중학교,1981-05-08,공립,본교,서울특별시 동작구 신대방동 364-58,서울특별시,동작구,신대방동,37.49580287,126.9224055
113,고척중학교,중학교,1985-05-06,공립,본교,서울특별시 구로구 고척동 76-2,서울특별시,구로구,고척동,37.49974083,126.8613425
114,해성국제컨벤션고등학교,고등학교,1961-04-04,사립,본교,서울특별시 동대문구 전농동 90-3,서울특별시,동대문구,전농동,37.5818726,127.0569769
115,성수중학교,중학교,1967-10-27,공립,본교,서울특별시 성동구 성수동1가 685-143,서울특별시,성동구,성수동1가,37.54734181,127.0382534
116,서울도봉초등학교,초등학교,1966-09-05,공립,본교,서울특별시 도봉구 도봉동 429-1,서울특별시,도봉구,도봉동,37.67996175,127.0382887
117,서울장수초등학교,초등학교,2006-05-09,공립,본교,서울특별시 양천구 신정동 1288-2,서울특별시,양천구,신정동,37.5129972,126.8451597
118,대신여자중학교,중학교,1965-05-04,사립,본교,부산광역시 서구 동대신동2가 87-9,부산광역시,서구,동대신동2가,35.11346466,129.0248053
119,전농중학교,중학교,1968-03-09,공립,본교,서울특별시 동대문구 전농동 58-1,서울특별시,동대문구,전농동,37.58204428,127.0592794
120,중화고등학교,고등학교,1988-04-23,공립,본교,서울특별시 중랑구 중화동 21-4,서울특별시,중랑구,중화동,37.60481461,127.0836541
121,신선초등학교,초등학교,1964-03-01,공립,본교,부산광역시 영도구 신선동3가 76-6,부산광역시,영도구,신선동3가,35.08361861,129.0475994
122,서울구암초등학교,초등학교,1977-02-11,공립,본교,서울특별시 관악구 봉천동 482-1,서울특별시,관악구,봉천동,37.48921747,126.9462717
123,달북초등학교,초등학교,1985-03-01,공립,본교,부산광역시 동래구 온천동 1602,부산광역시,동래구,온천동,35.20357435,129.0599975
124,정화여자중학교,중학교,1908-09-01,사립,본교,서울특별시 동대문구 제기동 293,서울특별시,동대문구,제기동,37.58604864,127.0410078
125,서울당서초등학교,초등학교,1984-11-01,공립,본교,서울특별시 영등포구 당산동5가 5-3,서울특별시,영등포구,당산동5가,37.53202744,126.8998142
126,경남중학교,중학교,1942-04-30,공립,본교,부산광역시 서구 토성동3가 12,부산광역시,서구,토성동3가,35.10111163,129.0207821
127,장안중학교,중학교,1951-10-07,사립,본교,부산광역시 기장군 장안읍 좌천리 323,부산광역시,기장군,장안읍,35.31450466,129.2407453
128,내성초등학교,초등학교,1907-04-01,공립,본교,부산광역시 동래구 복천동 72,부산광역시,동래구,복천동,35.20461583,129.0897914
129,용화여자고등학교,고등학교,1987-04-22,사립,본교,서울특별시 노원구 상계동 696,서울특별시,노원구,상계동,37.65913138,127.0582807
130,동도중학교,중학교,1962-06-28,사립,본교,서울특별시 마포구 염리동 150,서울특별시,마포구,염리동,37.54670177,126.9469053
131,서울구로남초등학교,초등학교,1964-03-11,공립,본교,서울특별시 구로구 구로동 253,서울특별시,구로구,구로동,37.48420602,126.8902182
132,명덕초등학교,초등학교,1981-12-29,공립,본교,부산광역시 북구 화명동 2327,부산광역시,북구,화명동,35.22545957,129.0118111
133,금사초등학교,초등학교,1946-06-01,공립,본교,부산광역시 금정구 서동 41-3,부산광역시,금정구,서동,35.22049558,129.1048505
134,강남중학교,중학교,1959-04-03,공립,본교,서울특별시 동작구 대방동 390-6,서울특별시,동작구,대방동,37.50276263,126.9233466
135,영남중학교,중학교,1952-06-26,사립,본교,부산광역시 사하구 장림동 3-4,부산광역시,사하구,장림동,35.07480267,128.9825999
136,서울광희초등학교,초등학교,1900-11-01,공립,본교,서울특별시 중구 신당동 254-16,서울특별시,중구,신당동,37.56729928,127.0156879
137,진명여자고등학교,고등학교,1906-04-21,사립,본교,서울특별시 양천구 목동 927-6,서울특별시,양천구,목동,37.52404701,126.8658566
138,서울신천초등학교,초등학교,1959-05-26,공립,본교,서울특별시 송파구 잠실동 27-5,서울특별시,송파구,잠실동,37.5140111,127.0950476
139,서울신계초등학교,초등학교,1982-10-21,공립,본교,서울특별시 노원구 월계동 602,서울특별시,노원구,월계동,37.62979163,127.052769
140,서울문정초등학교,초등학교,1985-04-17,공립,본교,서울특별시 송파구 문정동 12,서울특별시,송파구,문정동,37.48907284,127.1290135
141,신구중학교,중학교,1988-04-25,공립,본교,서울특별시 강남구 신사동 621,서울특별시,강남구,신사동,37.52744229,127.0316727
142,신림고등학교,고등학교,1987-05-06,공립,본교,서울특별시 관악구 신림동 1566-42,서울특별시,관악구,신림동,37.47921049,126.9169672
143,서울문성초등학교,초등학교,1956-04-06,공립,본교,서울특별시 금천구 독산동 982,서울특별시,금천구,독산동,37.47491196,126.8994492
144,용문초등학교,초등학교,2003-09-01,공립,본교,부산광역시 남구 용호동 176-47,부산광역시,남구,용호동,35.13067534,129.1081405
145,동명초등학교,초등학교,1980-03-01,공립,본교,부산광역시 연제구 연산동 1784-19,부산광역시,연제구,연산동,35.17817027,129.0908609
146,개금초등학교,초등학교,1967-04-24,공립,본교,부산광역시 부산진구 개금동 476-2,부산광역시,부산진구,개금동,35.15452351,129.0195961
147,경남공업고등학교,고등학교,1944-02-11,공립,본교,부산광역시 부산진구 전포동 696-1,부산광역시,부산진구,전포동,35.15334824,129.0636387
148,경인고등학교,고등학교,2002-05-16,공립,본교,서울특별시 구로구 고척동 66-28,서울특별시,구로구,고척동,37.49599268,126.8654289
149,신도림중학교,중학교,1984-05-06,공립,본교,서울특별시 구로구 신도림동 311-1,서울특별시,구로구,신도림동,37.51074073,126.8848071
150,휘경여자중학교,중학교,1970-05-19,사립,본교,서울특별시 동대문구 휘경동 43-7,서울특별시,동대문구,휘경동,37.58190052,127.0674341
151,서울신림초등학교,초등학교,1970-05-25,공립,본교,서울특별시 관악구 신림동 418-20,서울특별시,관악구,신림동,37.47711985,126.9268767
152,서울미술고등학교,고등학교,1972-05-25,사립,본교,서울특별시 관악구 봉천동 1690-133,서울특별시,관악구,봉천동,37.47669631,126.9667485
153,서울신학초등학교,초등학교,1988-05-04,공립,본교,서울특별시 도봉구 방학동 460-5,서울특별시,도봉구,방학동,37.66122045,127.0257213
154,다대초등학교,초등학교,1904-04-01,공립,본교,부산광역시 사하구 다대동 270,부산광역시,사하구,다대동,35.05968077,128.9757951
155,서울청량초등학교,초등학교,1937-04-05,공립,본교,서울특별시 동대문구 회기동 1-1,서울특별시,동대문구,회기동,37.5923094,127.0559085
156,서울창경초등학교,초등학교,1945-11-01,공립,본교,서울특별시 도봉구 쌍문동 72,서울특별시,도봉구,쌍문동,37.65660218,127.0346025
157,상계중학교,중학교,1986-05-01,공립,본교,서울특별시 노원구 상계동 195-5,서울특별시,노원구,상계동,37.65260154,127.0689222
158,미림여자정보과학고등학교,고등학교,1991-05-31,사립,본교,서울특별시 관악구 신림동 1557-1,서울특별시,관악구,신림동,37.4661018,126.9319279
159,문현중학교,중학교,2009-04-16,공립,본교,서울특별시 송파구 장지동 838-3,서울특별시,송파구,장지동,37.48058417,127.1279464
160,염창중학교,중학교,1984-05-17,공립,본교,서울특별시 강서구 염창동 85,서울특별시,강서구,염창동,37.55426407,126.8717473
161,서울원당초등학교,초등학교,1973-06-27,공립,본교,서울특별시 관악구 봉천동 1669-1,서울특별시,관악구,봉천동,37.48128046,126.9562493
162,부산알로이시오초등학교,초등학교,2010-03-01,사립,본교,부산광역시 서구 암남동 2-18,부산광역시,서구,암남동,35.08331635,129.016349
163,이사벨고등학교,고등학교,1964-12-12,사립,본교,부산광역시 연제구 거제동 75-7,부산광역시,연제구,거제동,35.19353414,129.077938
164,방원중학교,중학교,1994-05-12,공립,본교,서울특별시 강서구 방화동 808,서울특별시,강서구,방화동,37.57597576,126.8086174
165,서울숭신초등학교,초등학교,1959-04-03,공립,본교,서울특별시 성동구 하왕십리동 1068,서울특별시,성동구,하왕십리동,37.56781934,127.0278897
166,좌산초등학교,초등학교,1996-09-01,공립,본교,부산광역시 해운대구 좌동 1444,부산광역시,해운대구,좌동,35.16885764,129.1838569
167,오류고등학교,고등학교,1999-11-27,사립,본교,서울특별시 구로구 궁동 110-1,서울특별시,구로구,궁동,37.50035507,126.827683
168,경희고등학교,고등학교,1960-05-18,사립,본교,서울특별시 동대문구 이문동 1-3,서울특별시,동대문구,이문동,37.59394914,127.054891
169,삼성중학교,중학교,1954-03-05,사립,본교,부산광역시 사하구 감천동 565,부산광역시,사하구,감천동,35.09455788,128.9991612
170,송도중학교,중학교,1953-07-01,사립,본교,부산광역시 서구 남부민동 611-236,부산광역시,서구,남부민동,35.08289193,129.022422
171,서울잠원초등학교,초등학교,1978-11-21,공립,본교,서울특별시 서초구 반포동 17,서울특별시,서초구,반포동,37.501859,126.9980966
172,상원중학교,중학교,1993-06-07,공립,본교,서울특별시 노원구 상계동 632,서울특별시,노원구,상계동,37.67176621,127.0595044
173,남성초등학교,초등학교,1965-03-10,사립,본교,부산광역시 중구 대청동1가 10,부산광역시,중구,대청동1가,35.10571479,129.0344121
174,우신중학교,중학교,1974-03-05,사립,본교,서울특별시 구로구 궁동 230,서울특별시,구로구,궁동,37.49490231,126.8263536
175,동작고등학교,고등학교,1991-05-01,공립,본교,서울특별시 동작구 사당동 236-23,서울특별시,동작구,사당동,37.48260194,126.9650863
176,광신방송예술고등학교,고등학교,1905-10-10,사립,본교,서울특별시 관악구 신림동 329,서울특별시,관악구,신림동,37.4644762,126.9259406
177,신림중학교,중학교,1972-05-13,공립,본교,서울특별시 관악구 신림동 133,서울특별시,관악구,신림동,37.47032734,126.946004
178,배문고등학교,고등학교,1955-12-31,사립,본교,서울특별시 용산구 서계동 259-3,서울특별시,용산구,서계동,37.54999783,126.9639041
179,중현초등학교,초등학교,1996-10-30,공립,본교,부산광역시 사하구 다대동 1550-4,부산광역시,사하구,다대동,35.0511217,128.9664641
180,서문여자중학교,중학교,1978-12-29,사립,본교,서울특별시 서초구 방배동 1514,서울특별시,서초구,방배동,37.48891973,126.9845622
181,서울대학교사범대학부설중학교,중학교,1946-09-01,국립,본교,서울특별시 성북구 종암동 7-10,서울특별시,성북구,종암동,37.59582047,127.0391333
182,영도초등학교,초등학교,1908-08-25,공립,본교,부산광역시 영도구 신선동1가 140,부산광역시,영도구,신선동1가,35.09012596,129.0462132
183,무학중학교,중학교,1968-10-01,공립,본교,서울특별시 성동구 행당동 322-1,서울특별시,성동구,행당동,37.55768336,127.0319746
184,등촌중학교,중학교,1981-01-30,사립,본교,서울특별시 강서구 등촌동 산36-4,서울특별시,강서구,등촌동,37.55248221,126.8592148
185,이화여자대학교사범대학부속이화·금란중학교,중학교,1955-04-08,사립,본교,서울특별시 서대문구 대신동 47,서울특별시,서대문구,대신동,37.56264282,126.9444886
186,금성초등학교,초등학교,1937-03-21,공립,본교,부산광역시 금정구 금성동 609,부산광역시,금정구,금성동,35.25063811,129.0573705
187,홍익대학교사범대학부속여자중학교,중학교,1968-03-12,사립,본교,서울특별시 마포구 성산동 산11-31,서울특별시,마포구,성산동,37.55964474,126.9132084
188,대청중학교,중학교,2003-03-01,공립,본교,부산광역시 기장군 기장읍 청강리 711,부산광역시,기장군,기장읍,35.2333144,129.2128169
189,서울거원초등학교,초등학교,1997-11-07,공립,본교,서울특별시 송파구 거여동 296-1,서울특별시,송파구,거여동,37.48762503,127.144909
190,경문고등학교,고등학교,1980-05-07,사립,본교,서울특별시 동작구 동작동 산4-2,서울특별시,동작구,동작동,37.49341886,126.9822734
191,성동고등학교,고등학교,1949-08-24,공립,본교,서울특별시 중구 신당동 161,서울특별시,중구,신당동,37.56411643,127.0223892
192,금양초등학교,초등학교,1999-05-06,공립,본교,부산광역시 금정구 부곡동 63-27,부산광역시,금정구,부곡동,35.24123522,129.0920128
