"구·군별(1)",구·군별(2),2017.12,2017.12,2017.12,2017.12,2017.12,2017.12,2017.12,2017.12,2017.12,2017.12,2017.12,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01
"구·군별(1)",구·군별(2),총인구,총인구,총인구,총인구,한국인,한국인,한국인,한국인,외국인,외국인,외국인,총인구,총인구,총인구,총인구,한국인,한국인,한국인,한국인,외국인,외국인,외국인
"구·군별(1)",구·군별(2),세대수 (세대),인구 (명),남자인구 (명),여자인구 (명),세대수 (세대),인구 (명),남자인구 (명),여자인구 (명),인구 (명),남자인구 (명),여자인구 (명),세대수 (세대),인구 (명),남자인구 (명),여자인구 (명),세대수 (세대),인구 (명),남자인구 (명),여자인구 (명),인구 (명),남자인구 (명),여자인구 (명)
"해운대구",우1동,9810,22161,10775,11386,9810,21747,10561,11186,414,214,200,9817,22116,10737,11379,9817,21704,10525,11179,412,212,200
"해운대구",우2동,10801,29885,14356,15529,10801,29511,14158,15353,374,198,176,10839,29948,14385,15563,10839,29565,14180,15385,383,205,178
"해운대구",우3동,10382,29447,13964,15483,10382,28629,13545,15084,818,419,399,10380,29399,13955,15444,10380,28584,13537,15047,815,418,397
"해운대구",중1동,9703,23438,11427,12011,9703,22840,11077,11763,598,350,248,9736,23458,11447,12011,9736,22866,11099,11767,592,348,244
"해운대구",중2동,7168,16750,8067,8683,7168,16356,7824,8532,394,243,151,7191,16767,8067,8700,7191,16371,7825,8546,396,242,154
"해운대구",좌1동,7502,19228,9056,10172,7502,19077,8980,10097,151,76,75,7525,19273,9061,10212,7525,19124,8986,10138,149,75,74
"해운대구",좌2동,13415,33878,15781,18097,13415,33644,15675,17969,234,106,128,13421,33808,15732,18076,13421,33579,15629,17950,229,103,126
"해운대구",좌3동,6342,17715,8402,9313,6342,17576,8339,9237,139,63,76,6339,17680,8386,9294,6339,17540,8323,9217,140,63,77
"해운대구",좌4동,8522,24906,11935,12971,8522,24827,11903,12924,79,32,47,8520,24885,11936,12949,8520,24804,11904,12900,81,32,49
"해운대구",송정동,4702,10401,5062,5339,4702,10284,5007,5277,117,55,62,4698,10366,5043,5323,4698,10250,4989,5261,116,54,62
"해운대구",반여1동,13391,38138,18976,19162,13391,37869,18850,19019,269,126,143,13371,38031,18928,19103,13371,37760,18803,18957,271,125,146
"해운대구",반여2동,6817,14084,6938,7146,6817,13983,6903,7080,101,35,66,6806,14030,6896,7134,6806,13927,6860,7067,103,36,67
"해운대구",반여3동,4877,10417,5079,5338,4877,10352,5057,5295,65,22,43,4872,10364,5047,5317,4872,10300,5026,5274,64,21,43
"해운대구",반여4동,5568,16219,8006,8213,5568,16174,7995,8179,45,11,34,5564,16192,7999,8193,5564,16149,7989,8160,43,10,33
"해운대구",반송1동,8406,17268,8682,8586,8406,16499,8316,8183,769,366,403,8373,17206,8659,8547,8373,16422,8283,8139,784,376,408
"해운대구",반송2동,12459,26904,13163,13741,12459,26726,13102,13624,178,61,117,12419,26746,13087,13659,12419,26572,13028,13544,174,59,115
"해운대구",재송1동,13272,37502,18491,19011,13272,37259,18361,18898,243,130,113,13461,37980,18719,19261,13461,37737,18589,19148,243,130,113
"해운대구",재송2동,11865,28820,14046,14774,11865,28686,13977,14709,134,69,65,11852,28707,14001,14706,11852,28573,13931,14642,134,70,64
"사하구",소계,137679,338112,169379,168733,137679,333301,166434,166867,4811,2945,1866,137872,337909,169320,168589,137872,333089,166361,166728,4820,2959,1861
"사하구",괴정1동,8638,21456,10453,11003,8638,21315,10389,10926,141,64,77,8634,21419,10436,10983,8634,21277,10374,10903,142,62,80
"사하구",괴정2동,6421,15718,7728,7990,6421,15638,7693,7945,80,35,45,6417,15691,7713,7978,6417,15611,7679,7932,80,34,46
"사하구",괴정3동,6425,14194,6800,7394,6425,14104,6772,7332,90,28,62,6485,14182,6801,7381,6485,14092,6770,7322,90,31,59
"사하구",괴정4동,5873,13807,6763,7044,5873,13726,6733,6993,81,30,51,5866,13761,6740,7021,5866,13678,6708,6970,83,32,51
"사하구",당리동,11684,30108,14805,15303,11684,29964,14763,15201,144,42,102,11699,30052,14792,15260,11699,29911,14750,15161,141,42,99
"사하구",하단1동,9620,22865,11466,11399,9620,22641,11371,11270,224,95,129,9598,22808,11439,11369,9598,22582,11344,11238,226,95,131
"사하구",하단2동,11611,26969,13359,13610,11611,26501,13152,13349,468,207,261,11615,26919,13351,13568,11615,26455,13148,13307,464,203,261
"사하구",신평1동,8678,19662,10195,9467,8678,19144,9819,9325,518,376,142,8669,19650,10200,9450,8669,19118,9809,9309,532,391,141
"사하구",신평2동,6221,16349,8347,8002,6221,15955,8066,7889,394,281,113,6214,16328,8340,7988,6214,15934,8058,7876,394,282,112
"사하구",장림1동,5769,13896,7430,6466,5769,13068,6743,6325,828,687,141,5766,13864,7424,6440,5766,13037,6738,6299,827,686,141
"사하구",장림2동,10859,28449,14480,13969,10859,28071,14282,13789,378,198,180,10897,28456,14495,13961,10897,28083,14297,13786,373,198,175
"사하구",다대1동,17015,43786,22112,21674,17015,42995,21532,21463,791,580,211,16992,43652,22041,21611,16992,42854,21453,21401,798,588,210
"사하구",다대2동,12160,30470,15021,15449,12160,30269,14949,15320,201,72,129,12167,30449,14996,15453,12167,30247,14924,15323,202,72,130
"사하구",구평동,4115,10832,5583,5249,4115,10674,5481,5193,158,102,56,4282,11259,5794,5465,4282,11103,5695,5408,156,99,57
"사하구",감천1동,8671,21822,10844,10978,8671,21554,10707,10847,268,137,131,8670,21750,10795,10955,8670,21485,10662,10823,265,133,132
"사하구",감천2동,3919,7729,3993,3736,3919,7682,3982,3700,47,11,36,3901,7669,3963,3706,3901,7622,3952,3670,47,11,36
"금정구",소계,104827,248917,121987,126930,104827,244469,120153,124316,4448,1834,2614,104870,248807,121910,126897,104870,244427,120093,124334,4380,1817,2563
"금정구",서1동,3874,7441,3773,3668,3874,7405,3763,3642,36,10,26,3868,7415,3762,3653,3868,7379,3752,3627,36,10,26
"금정구",서2동,5410,11355,5676,5679,5410,11304,5663,5641,51,13,38,5380,11289,5652,5637,5380,11238,5639,5599,51,13,38
"금정구",서3동,5732,12131,6116,6015,5732,12060,6091,5969,71,25,46,5733,12112,6113,5999,5733,12042,6089,5953,70,24,46
"금정구",금사회동동,4504,9712,5187,4525,4504,9470,5024,4446,242,163,79,4488,9677,5168,4509,4488,9436,5007,4429,241,161,80
"금정구",부곡1동,4632,9714,4719,4995,4632,9627,4696,4931,87,23,64,4628,9702,4708,4994,4628,9613,4684,4929,89,24,65
"금정구",부곡2동,7154,17775,8573,9202,7154,17708,8550,9158,67,23,44,7157,17738,8544,9194,7157,17673,8524,9149,65,20,45
"금정구",부곡3동,6984,17696,8545,9151,6984,17588,8503,9085,108,42,66,7074,17862,8630,9232,7074,17752,8586,9166,110,44,66
"금정구",부곡4동,6074,13947,6791,7156,6074,13884,6767,7117,63,24,39,6063,13904,6764,7140,6063,13841,6740,7101,63,24,39
"금정구",장전1동,9423,19550,9861,9689,9423,18020,9194,8826,1530,667,863,9352,19429,9786,9643,9352,17908,9117,8791,1521,669,852
"금정구",장전2동,5543,15587,7517,8070,5543,15124,7300,7824,463,217,246,5522,15491,7469,8022,5522,15059,7263,7796,432,206,226
